NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC,...58,...59
Solidago rugosa,ASTERACEAE,SORU2,15-Nov-17,NEWFS-915,915,NEWFS,NA,"Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,NA,Bluff Point State Park,coastal trail,"Take 95S to exit 88. Turn left onto CT-1175. Turn right onto Fort Hill Rd. Turn left onto Depot Rd. Park at parking area and walk down gravel path. Population along the waterfront, along the length of the trail.","41∞19' 48.9"" N","72∞2' 0.3"" W",41.33025,-72.03341,GPS,NAD83,5,FT,CT DEEP,Solidago sempervirens:Euthamia graminifolia:Baccharis halimifolia:Toxicodendron radicans,Flooded,"saltmarsh, anthropogenic",NA,NA,"saltmarsh, anthropogenic",conservation/recreation,"granite, gneiss","Clay, Sand",67 plants sampled,100+,2,P,"Deeply wrinkled pubescent leaves with serrated margin, rough to the touch; pubescent stem; yellow/gold flowers in summer, often with branching inflorescence˚",NA,M. Piantedosi - NEWFS:In Field:15 NOV 2017,2:15 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,NA,294,WEB,4-Jan,"7.5 YR 5/3 ""brown""",19-Dec-17,SOLIDAGO,rugosa,2017,NA,NA,NA
Betula populifolia,BETULACEAE,BEPO,1-Nov-17,NEWFS-856,856,NEWFS,NA,"Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,Ninigret NWR,Entrance Rd.,Take 93s to 95s. Keep left at the fork for RI-4S. Continue straight onto US-1S. Slight right onto Bend Road. Use that road to get to the Traffic Light to make a U-turn to get to Ninigret Entrance Road. Population surrounds parking lot.,"41∞21' 57.9"" N","71∞39' 43.0"" W",41.36608,-71.66194,GPS,NAD83,13,FT,USFWS,Solidago altissima:Solidago rugosa:Schizachyrium scoparium:Euthamia graminifolia:Panicum virgatum,Mowed,Dry field/anthropogenic,NA,NA,Dry field/anthropogenic,Recreation/conservation,Granite,"Sand, Other : Gravel",53 plants sampled,100+,3,P,Glossy-green triangular leaves that resemble the leaves of Populus sp. but with the white chevroned bark characteristic of Betula sp.. Fruit a catkin.˚,NA,M. Piantedosi - NEWFS:In Field:01 NOV 2017,::,NA,NA,NA,NA,1,225,WEB,25-Oct,"7.5 YR 3/2 ""dark brown""",15-Dec-17,BETULA,populifolia,2017,NA,NA,NA
Salvia lyrata,LAMIACEAE,SALY2,2-Jun-17,NCBG-707,707,NCBG,NA,"Dakar, J. Healy, C.",US,45,Piedmont (Omernik),North Carolina,Orange,Residential,NA,"Frm I40, head west on New Hope Church Rd. to Arthur Minnnis Rd. Turn right onto Foggy Bottom Lane. Population in left side field.","35∞59' 41.5"" N","79∞08' 35.4"" W",35.99486,-79.14316,GPS,NAD83,590,FT,Janie Magnum,Ruellia caroliniensis:Scutellaria integrifolia:Erigeron annuus:Anthoxanthum odoratum:Packera anonyma:Toxicodendron radicans:Apocynum cannabinum,NA,Pasture,0-5,SW,Piedmont meadow,Residential,"Fine, mixed, active, thermic Ultic Hapldults",Other : Enon fine sandy loam,200 plants sampled,5000+,2,P,NA,NA,J. Dakar-NCBG:In Field:02 JUN 2017,"2:02 JUN 2017:NCU, US",NA,NA,NA,NA,1,JD-223,WEB,1,10YR 4/2,11-Dec-17,SALVIA,lyrata,2017,NA,NA,NA
Gaylussacia baccata,ERICACEAE,GABA,11-Aug-16,NEWFS-351,351,NEWFS,NA,"Urban, A., Rogers, J., Heilmann, K., Karlsson, C.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,"Great Bay NWR, Newington",Forest next to marsh off of Arboretum Dr.,REf. NEWFS-347,"43∞05' 41.8"" N","70∞50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,23,FT,USFWS,Acer rubrum:Pinus strobus:Vaccinium corymbosum:Smilax rotundifolia:Frangula alnus:Osmunda cinnamomea:Vaccinium angustifolium,Flooded,"mixed forest, marsh edge",0,NA,"mixed forest, marsh edge",conservation,"migmatite, phyllite, diorite, gabbro",Clay,500 plants sampled,2500+,2-Jan,P,NA,NA,::,"2:11 AUG 2016:Smithsonian, NEWFS",NA,NA,NA,NA,1,NEWFS-25,WEB,<6,7.5YR 3/1 very dark grey,21-Nov-16,GAYLUSSACIA,baccata,2016,NA,NA,NA
Rhynchospora alba,CYPERACEAE,RHAL3,22-Sep-17,NEWFS-725,725,NEWFS,NA,"Cecil, A.; Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Rd. Natural Area,Old Piggery Trail,Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. There is a large population at the entrance and can find more individuals along trail for a half mile.,"43∞01' 59.6"" N","71∞01' 57.4"" W",43.03322,-71.03261,GPS,NAD83,129,FT,Southeastern Land Trust of New Hampshire,Carex lurida:Juncus effusus:Kalmia angustifolia:Carex scoparia var. scoparia:Phleum sp.,Flooded:Excavated,Freshwater wetland/anthropogenic,NA,NA,Freshwater wetland/anthropogenic,Conservation/recreation,"Granite, granofels, migmatite","Clay, Silt, Sand",519 plants sampled,800+,3,P,"brown terminal inflorescence in spiky, rounded bulb",NA,M. Piantedosi - NEWFS:In Field:22 SEP 2017,2:20 SEP 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,94,WEB,2,"10 YR 2/1 ""Black""",7-Dec-17,RHYNCHOSPORA,alba,2017,NA,NA,NA
Eleocharis quadrangulata,CYPERACEAE,ELQU,7-Sep-16,NCBG-506,506,NCBG,NA,"Dakar, J., Walker, S., Healy, C., Faucette, A., Flood, M.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Currituck,"Donal C. O'Brien, Jr. Sanctuary and Audubon Center",Small pond 3,In center of small pond 3 N of lodge.,"36∞16' 22.273"" N","75∞47' 53.274"" W",36.27285,-75.79813,GPS,NAD83,5,FT,NC Audubon Society,Rhexia nashii:Xyris difformis:Eleocharis parvula:Eupatorium sp.:Pinus taeda:Euthamia caroliniana:Juncus scirpoides,NA,Marsh,0-2,NA,Seasonally flooded herbaceous vegetation,Conservation and Recreation,"Thermic, uncoated aquic quartzipsamments",Sand,107 plants sampled,1000,1,P,NA,NA,J. Dakar - NCBG:In Field:07 SEP 2016,"2:07 SEP 2016:NCU, US",NA,NA,NA,NA,1,ALF-527,WEB,3-Feb,10 YR 5/2,12-Dec-16,ELEOCHARIS,quadrangulata,2016,NA,NA,NA
Eragrostis spectabilis,POACEAE,ERSP,7-Sep-16,NEWFS-378,378,NEWFS,NA,"Piantedosi, M., Heilmann, K.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,"Great Bay NWR, Newington",Roadside of Arboretum Dr.,Ref. NEWFS-377,"43∞05' 41.8"" N","70∞50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,52,FT,USFWS,Digitaria cognata:Lespedeza capitata:Solidago canadensis:Daucus carota:Schizachyrium scoparium,Mowed,grassland meadow,0,NA,grassland meadow,conservation/recreation,"Migmattie, phyllite, diorite, gabbro",Sand,255 plants sampled,500+,3,P,"Pinkish purple seeds, multiple florets per spikelet.",NA,M. Piantedosi--NEWFS:In Field:07 SEP 2016,2:07 SEP 2016:Smithsonian NEWFS,NA,NA,NA,NA,1,NEWFS-51,WEB,<2,2.5 3/2 very dark grayish brown,21-Nov-16,ERAGROSTIS,spectabilis,2016,NA,NA,NA
Scirpus cyperinus,CYPERACEAE,SCCY,13-Oct-17,NEWFS-785,785,NEWFS,NA,"Cecil, A.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Grape Island, Boston Harbor Islands",Freshwater wetland area,Take ferry to the island from Boston Harbor. Turn right from the dock and the population is to the left through the Phragmites.,"42∞16' 08.2"" N","70∞55' 14.8"" W",42.26894,-70.92077,GPS,NAD83,9,FT,National Park Service,Verbena hastata:Typha latifolia:Phragmites australis,Grazed:Flooded,Freshwater wetland,NA,NA,Freshwater wetland,Conservation/recreation,Marine sediment,"Clay, Silt, Sand",128 plants sampled,200+,1,P,"˚branching inflorescence, with rounded, fluffy spikelets on long, drooping peduncles. Although the girdle has slightly anthocyanic pigments, this is S. cyperinus˚",NA,M. Piantedosi - NEWFS:In Field:13 OCT 2017,::,NA,NA,NA,NA,1,154,WEB,6-May,"10 YR 4/2 ""dark grayish brown""",13-Dec-17,SCIRPUS,cyperinus,2017,NA,NA,NA
Gaultheria procumbens,ERICACEAE,GAPR2,17-Nov-17,NEWFS-926,926,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Pachaug State Forest,Trail 1 Rd,"Take 14A west, exit onto 49 south; turn right onto Hell Hollow Rd (closed Dec-March) and turn left onto Trail 1 Rd, population should be found along roadside in hemlock groves","41∞34' 55.2"" N","71∞51' 36.7"" W",41.582,-71.86019,GPS,NAD83,317,FT,CT DEEP,Tsuga canadensis:Mitchella repens:Betula populifolia,Trampled,woodland,NA,NA,woodland,conservation/recreation,mylonite,"Clay, Silt",103 plants sampled,300,3,P,"Glossy obovate leaves with red berry fruit hanging underneath, plant low to the forest floor",NA,M. Piantedosi - NEWFS:In Field:17 NOV 2007,1:17 NOV 2017:Smithsonian,NA,NA,NA,NA,1,295,WEB,<1,NA,19-Dec-17,GAULTHERIA,procumbens,2017,NA,NA,NA
Glyceria canadensis,POACEAE,GLCA,31-Aug-17,NEWFS-698,698,NEWFS,NA,"Estevez, C.; Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Road Natural Area,Old Piggery Trail,Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. There is a large population at the entrance and can find more individuals along trail for a half mile.,"43∞01' 59.6"" N","071∞01' 57.4"" W",43.03322,-71.03261,GPS,NAD83,129,FT,Southeastern Land Trust of New Hampshire,Carex lurida:Juncus effusus:Pontederia cordata:Eleocharis obtusa:Sparganium americanum,Flooded:excavation,Freshwater wetland; anthropogenic,0,NA,Freshwater wetland; anthropogenic,Conservation; Recreation,"Granite, granofels, migmatite","Clay, Silt, Sand",89,200+,5,P,"Small fat green spikelets with 4-6 glumes per spikelet, sometimes streaked brown/purple, hanging in loose drooping inflorescence from central stalk˚",NA,M. Piantedosi - NEWFS:In Field:31 AUG 2017,2:31 AUG 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,67,WEB,4-Mar,"10 YR 2/1 ""black""",7-Dec-17,GLYCERIA,canadensis,2017,NA,NA,NA
Solidago puberula,ASTERACEAE,SOPU,4-Oct-17,NEWFS-757,757,NEWFS,NA,"Tokarz, E.; Kang, K.; Estevez, C.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,Great Swamp WMA,"Great Neck Rd., adjacent to wetlands, power line cut",From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk onto trail at end of Great Neck Rd. Population begins in parking lot.,"41∞28' 0.4"" N","71∞34' 59.9"" W",41.46677,-71.5833,GPS,NAD83,96,FT,USFWS,Spiraea alba:Clethra alnifolia:Baptisia tinctoria:Prenanthes sp.,Mowed:Trampled,Wooded trail,NA,NA,Wooded trail,Conservation/recreation,Augen gneiss,"Clay, Silt",70 plants sampled,150,1,P,"˚finely pubescent on purple stem, leaves basally disposed˚",NA,M. Piantedosi - NEWFS:In Field:04 OCT 2017,2:04 OCT 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,126,WEB,2-Jan,NA,13-Dec-17,SOLIDAGO,puberula,2017,NA,NA,NA
Juncus gerardii,JUNCACEAE,JUGE,21-Jul-17,NEWFS-638,638,NEWFS,NA,"Piantedosi, M.; Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Long Pasture Wildlife Sanctuary,off salt marsh boardwalk,From Boston take 93S to MA3. Follow MA-3 and US-6 to Willow Ave in Yarmouth. Take exit 7 and turn left onto Main St. Turn right onto Bone Hill Rd and the sanctuary is on the left. Walk past visitor center to Salt Marsh boardwalk.,"41∞42' 36.1"" N","70∞16' 34.1"" W",41.71002,-70.27613,GPS,NAD83,6,FT,Mass Audubon,Spartina patens:Spartina alterniflora:Distichlis spicata:Iva frutescens:Salicornia depressa,Flooded,salt marsh,0,NA,salt marsh,conservation; recreation,granite; schist; gneiss,Clay,2000+,5000+,3,P,black capsules,NA,M. Piantedosi -- NEWFS:In Field:21 JUL 2017,1:21 JUL 2017:Smithsonian,NA,NA,NA,NA,1,7,WEB,2,7.5 YR 3/2 black,7-Dec-17,JUNCUS,gerardii,2017,NA,NA,NA
Juncus gerardii,JUNCACEAE,JUGE,15-Aug-17,NEWFS-673,673,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New Haven,Hammonassett Beach SP,salt marsh,"Take 95 S, exit 62, turn left onto state highway 450 and continue into the State Park; at the roundabout take the third exit towards Meigs Point Nature Center. Park at the first parking lot and walk into the salt marsh across the street. The strongest population is J. gerardii is there.","41∞16' 15.1"" N","72∞33' 37.2"" W",41.27086,-72.56033,GPS,NAD83,21,FT,CT DEEP,Iva frutescens:Distichlis spicata:Spartina alterniflora:Salicornia depressa:Morella caroliniensis,Flooded,salt marsh,0,NA,salt marsh,conservation; recreation,gneiss,"Clay, Silt",1000,5000,2,P,Rounded dark brown/purple capsules full of miniscule dark seeds,NA,"M. Piantedosi, NEWFS:In Field:15 AUG 2017",1:15 AUG 2017:Smithsonian,NA,NA,NA,NA,1,42,WEB,2-Jan,"10 YR 3/1 ""very dark grey""",7-Dec-17,JUNCUS,gerardii,2017,NA,NA,NA
Bolboschoenus robustus,CYPERACEAE,BORO5,28-Aug-17,NCBG-725,725,NCBG,NA,"Dakar, J., Healy, C., Faucette, A.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Hyde,Gullrock Game Land,Outfall Canal Rd,"From NC-264, head SE on Outfall Canal Rd. Population on NE side at end of road.","35∞21' 43.9"" N","76∞06' 39.7"" W",35.36219,-76.11102,GPS,NAD83,0,FT,NC WRC,Smilax glauca:Pinus taeda:Spartina cynosuroides:Rhus copallinum:Phragmites australis:Juncus roemerianus,NA,Marsh,0,NA,Brackish Marsh,Recreation,"Loamy, Mixed, Euic, Thermic Terric Haplosaprists",Other : Muck,100 plants sampled,2000,1,P,NA,NA,A. Faucette-NCBG:In Field:28 AUG 2017,"2:28 AUG 2017:NCU, US",NA,NA,NA,NA,1,ALF-603,WEB,3,5 YR 2/2,7-Dec-17,BOLBOSCHOENUS,robustus,2017,NA,NA,NA
Limonium carolinianum,PLUMBAGINACEAE,LICA17,21-Nov-17,NEWFS-933,933,NEWFS,NA,"Cecil, A.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Sandy Neck Beach Park,Marsh Trail,"Take Route 6 to exit 5. Head north on Route 149 towards West Barnstable. Travel one mile to the intersection of Route 149 and 6A. Go left to 6A for 2.5 miles, then take a right to Sandy Neck Road. Gatehouse is located at the end of this road; park in the staff lot just before. Population is found along salt marsh trail; all collections were made prior to the turnoff for Trail 2","41∞44' 7"" N","70∞23' 7.8"" W",41.73527,-70.3855,GPS,NAD83,8,FT,Town of Barnstable,Juncus gerardii:Distichlis spicata:Spartina patens:Spartina alterniflora:Symphyotrichum tenuifolium:Pluchea odorata:Solidago sempervirens,Flooded,saltmarsh,n/a,NA,saltmarsh,conservation/recreation,granite,Sand,53 plants sampled,500+,5,P,Pale purple flower on open lattice-like inflorescence˚,NA,M. Piantedosi - NEWFS:In Field:21 NOV 2017,2:21 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,302,WEB,2-Jan,"5Y 5/3 ""olive""",19-Dec-17,LIMONIUM,carolinianum,2017,NA,NA,NA
Vaccinium corymbosum,ERICACEAE,VACO,16-Aug-16,NEWFS-357,357,NEWFS,NA,"Rogers, J., Karlsson, C., Heilmann, K.",US,58,Northeastern Highlands (Omernik),New Hampshire,Hillsborough,Wapack NWR,Wapack trail to Cliff Trail to carolyn's trail,Ref. NEWFS-355,"42∞53' 34.43"" N","71∞51' 58.84"" W",42.89289,-71.86634,GPS,NAD83,2217,FT,USFWS,Acer rubrum:Quercus rubra:Fagus grandifolia:Pinus strobus:Tsuga canadensis:Vaccinium myrtilloides:Vaccinium angustifolium:Mitchella repens,Trampled,acidic heath-pine forest,0,NA,acidic heath-pine forest,recreation,"silurian, schist, quartzite, calc-sulcate, granofels",Clay,100 plants sampled,1000,10,P,"orange, peel bark",NA,::,1:16 AUG 2016:Smithsonian,NA,NA,NA,NA,NA,NEWFS-31,WEB,8-Mar,NA,21-Nov-16,VACCINIUM,corymbosum,2016,NA,NA,NA
Euthamia caroliniana,ASTERACEAE,EUCA26,28-Oct-15,MARSB-405,405,MARSB,NA,"Feinberg, L., Russell, K.",US,84,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Connetquot River State Park,Museum,"Enter Connetquot River State Park and park in the lot. The population is along the paved road, across the street from the museum.","40∞44' 59.6"" N","73∞8' 50.6"" W",40.74988,-73.14738,GPS,NAD83,0,FT,NYSOPRHP,Pinus rigida:Acer rubrum:Quercus alba:Quercus velutina:Clethra alnifolia:Rubus sp.:Smilax sp.:Rosa sp.:Solidago rugosa,NA,Meadow,NA,NA,Northern & Central mesic old field meadow,Conservation/recreation,Plymouth loamy sand,Sand,150 +,300 +,5,P,NA,NA,::,2:28 OCT 2015:MARSB:Smithsonian,NA,NA,NA,NA,NA,10341,WEB,2,NA,25-Aug-16,EUTHAMIA,caroliniana,2015,NA,NA,NA
Xyris difformis,XYRIDACEAE,XYDI,7-Sep-16,NCBG-507,507,NCBG,NA,"Dakar, J., Faucette, A.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Currituck,Pine Island Audubon Sanctuary,Small Pond 3,"Within small pond 3, north of lodge.","36∞16' 22.273"" N","75∞47' 53.274"" W",36.27285,-75.79813,GPS,NAD83,5,FT,NC Audubon Society,Eleocharis quadrangulata:Rhexia nashii:Eleocharis parvula:Eupatorium sp.:Pinus taeda:Euthamia caroliniana:Juncus scirpoides,NA,Marsh,0-2,NA,Seasonally Flooded Herbaceous Vegetation,Conservation/Recreation,"Thermic, Uncoated, Aquic Quartzipsamments",Sand,152 plants sampled,500+,1,P,NA,NA,J. Dakar-NCBG:In Field:07 SEP 2016,"2:07 SEP 2016:US, NCU",NA,NA,NA,NA,1,ALF-528,WEB,2-Jan,10 YR 5/2,8-Dec-16,XYRIS,difformis,2016,NA,NA,NA
Asclepias syriaca,ASCLEPIADACEAE,ASSY,13-Sep-17,NEWFS-715,715,NEWFS,NA,"Piantedosi, M.; Estevez, C.; Tokarz, E.; Cecil, A.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,roadside meadow,"Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Collections were made along roadside fields and airfield fence following the NWR gates.","43∞05' 41.8"" N","70∞50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,57,FT,USFWS,Eragrostis spectabilis:Phleum sp.:Digitaria cognata:Celastrus orbiculatus:Lespedeza capitata,Mowed,Meadow,NA,NA,Meadow,Conservation/recreation,"migmatite, phyllite, diorite, gabbro",Silt,140 plants sampled,200+,1,P,"Simple opposite leaves, leaf a rounded oval; pods green/grey, dehisces at maturity to release seeds",NA,M. Piantedosi - NEWFS:In Field:13 SEP 2017,1:13 SEP 2017:Smithsonian,NA,NA,28-Sep-17,NA,1,84,WEB,3-Jan,"2.5 YR 3/2 ""very dark greyish brown""",7-Dec-17,ASCLEPIAS,syriaca,2017,NA,NA,NA
Iva frutescens,ASTERACEAE,IVFR,27-Sep-17,NEWFS-743,743,NEWFS,NA,"Estevez, C.; Tokarz, E.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Bristol,Colt State Park,Salt marsh adjacent to Mill Gut,From 195 south of Providence take 114/E Shore Expy through Warren to Bristol. At the North Burial Ground turn left down Asylum Rd into Colt State Park. From the roundabout take the exit into the park towards the shore/boat ramp. Head left past the main boat ramp parking lot to park in the circular lot before the bridge on Colt Dr. Salt marsh can be accessed from the sidewalk.,"41∞40' 53.4"" N","71∞17' 47.3"" W",41.6815,-71.29647,GPS,NAD83,6,FT,RI-DEM,Spartina patens:Distichlis spicata:Spartina alterniflora:Symphyotrichum tenuifolium,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,"Granite, schist","Clay, Silt",100+,300+,2,P,"Aromatic shrub with simple slightly crenated/lobed leaves; rounded capsules grow in spike, contain flattened black seeds. ˚",NA,M. Piantedosi - NEWFS:In Field:27 SEP 2017,2:27 SEP 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,112,WEB,4-Feb,"2.5 YR 2.5/1 ""black""",19-Dec-17,IVA,frutescens,2017,NA,NA,NA
Carex annectens,CYPERACEAE,CAAN6,1-Aug-17,NEWFS-656,656,NEWFS,NA,"Piantedosi, M.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,Great Swamp WMA,Along main trail/Great Neck rd.,From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk down trail at end of Great Neck Rd. Population along trail.,"41∞28' 0.4"" N","71∞34' 59.9"" W",41.46677,-71.5833,GPS,NAD83,96,FT,USFWS,Juncus effusus:Spiraea alba var. alba:Spiraea alba:Spiraea alba:Spiraea tomentosa:Spiraea tomentosa:Spiraea tomentosa:Spiraea tomentosa:Spiraea tomentosa:Spiraea tomentosa:Clethra alnifolia:Carex lurida:Phleum sp.,Flooded,Freshwater marsh,NA,NA,Freshwater marsh,Conservation/recreation,Augen gneiss,"Clay, Silt",120 plants sampled,300+,2,P,NA,NA,M. Piantedosi - NEWFS:In Field:01 AUG 2017,1:01 AUG 2017:Smithsonian,NA,NA,NA,NA,1,25,WEB,2,"7.5 YR 3/2 ""black""",7-Dec-17,CAREX,annectens,2017,NA,NA,NA
Pluchea odorata,ASTERACEAE,PLOD,28-Sep-16,MARSB-606,606,MARSB,NA,"L. Shriver, E. Kottler",US,84,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Wertheim National Wildlife Refuge,NA,"From Montauk Hwy (NY 80 E), turn right onto Smith Rd. Drive past the main entrance on your right to the maintenance entrance (the next right). Unlock the gate and drive on the main road until you reach the salt marsh. Population is throughout the high salt marsh and at the edge of the large pond on the left.","40∞46' 4.4"" N","72∞52' 57.4"" W",40.76788,-72.88261,GPS,NAD83,3,FT,U.S. Fish & Wildlife,Symphyotrichum subulatum:Symphyotrichum tenuifolium:Solidago sempervirens:Phragmites australis:Typha latifolia:Hibiscus moscheutos:Triadenum virginicum:Panicum virgatum:Schoenoplectus pungens:Schoenoplectus tabernaemontani:Schoenoplectus americanus:Schoenoplectus robustus,Flooded:Trampled,Tidal marsh,0,NA,Tidal high salt marsh,Conservation,Tidal marsh/Deerfield sand,Sand,200+,500+,150+,P,"Fragrant, pink, discoid heads. Simple, alternate leaves.",NA,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:12 AUG 2016:Smithsonian, MARSB",NA,NA,NA,NA,NA,SAN 10790,WEB,0.5-1,dark brown,16-Nov-16,PLUCHEA,odorata,2016,NA,NA,NA
Typha latifolia,TYPHACEAE,TYLA,18-Aug-15,NCBG-247,247,NCBG,NA,"Maynard, L., Driskill, E.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Dare,Alligator River NWR,NC Hwy-264 roadside,On the east side of NC-264. About 14 miles south of junction with NC-64,"35∞38' 27.5"" N","75∞46' 39.4"" W",35.64097,-75.77761,GPS,WGS84,2,FT,USFWS,Bolboschoenus robustus:Rhus copallinum:Rhexia mariana:Toxicodendron radicans:Morella cerifera:Spartina patens,NA,Tidal Marsh,0,NA,Tidal Salt Marsh,Conservation,"Loamy, mixed, dysic, Thermic Terric Medisaprists","Silt, Other : muck",50 plants sampled,500,1,P,NA,NA,E. Driskill - NCBG:In Field:18 AUG 2015,2:18 AUG 2015:Smithsonian:North Carolina University,NA,NA,NA,NA,NA,ED-16,WEB,4 - 4.5,10YR 2/1,8-Sep-16,TYPHA,latifolia,2015,NA,NA,NA
Kosteletzkya virginica,MALVACEAE,KOVI,19-Sep-16,NCBG-514,514,NCBG,NA,"Walker, S., Healy, C., Flood, M.",US,63,Middle Atlantic Coastal Plains (Omernik),Maryland,Kent,Eastern Neck NWR,Bogles Wharf,"From Rock Hall, MD, drive S on MD-445, left on Bogles Wharf Rd. Population at end of road in marsh.","39∞1' 57.8"" N","76∞12' 31.9"" W",39.03272,-76.20886,GPS,WGS84,2,FT,USFWS,Pluchea odorata:Phragmites australis:Spartina cynosuroides:Solidago sempervirens:Distichlis spicata:Bolboschoenus robustus:Spartina patens,NA,Salt marsh,0-2,NA,Mid- and Southern atlantic high salt marsh,Conservation and Recreation,"Loamy, mixed, euic, mesic terric sulfihemists",Other : Mucky peat,60 plants sampled,300+,1,P,NA,NA,C. Healy - NCBG:In Field:19 SEP 2016,"2:19 SEP 2016:NCU, US",NA,NA,NA,NA,1,CH-6,WEB,4-Mar,10 YR 3/1,12-Dec-16,KOSTELETZKYA,virginica,2016,NA,NA,NA
