Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,,,,,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-UT020-93,LECI4-SOS-UT020-93-BOXELDER-20,0.083,134376,0.3375,LECI4,basin wildrye,Leymus,cinereus,,,,,Leymus cinereus,POACEAE,LECI4,8/11/2020,UT020-93,93,UT020,,"Connor Desmond, Logan Vogel, Summer Traylor, and David Sauve",US,80E,Northwestern Basin and Range (Omernik),Utah,Box Elder,,,"From the small town of Grouse Creek, UT, head northeast along Grouse Creek Rd. Stay left at the junction with Cotton Thomas Rd after 3.3 miles to continue heading north along Grouse Creek Rd. Follow this improved unpaved road for another 23.7 miles as it continues northwest and then north across the Idaho border. Then, turn right onto Birch Creek Rd and continue southeast along this unimproved unpaved road for about 6.2 miles to a pull-out on the north side of the road beside a dense cluster of Leymus cinereus. Seeds were collected from plants from this point in the canyon southeastward to the private property boundary. It is imperative to take the route described above, since the road east of our collection site is owned by a private mining company and is legally impassable.","41°58' 31.3"" N","113°52' 51.4"" W",41.97536,-113.88094,GPS,NAD83,6254,FT,BLM,Artemisia tridentata:Ericameria nauseosa:Poa bulbosa:Symphoricarpos oreophilus:Geranium viscosissimum:Sisymbrium altissimum:Artemisia ludoviciana:Cirsium subniveum:Chrysothamnus viscidiflorus:Juniperus osteosperma:Ribes cereum:Bromus tectorum:Purshia tridentata:Rumex sp.,Grazed:Trampled,Valley and toe-slopes at the bottom of a canyon,10,SW,Mountain Gravelly Loam (Mountain Big Sagebrush),Cattle grazing and recreation,Alluvium and colluvium derived from sandstone and siltstone,Other : Sandy loam,200,450,6,P,"Perennial bunchgrass forming tall, sprawling clumps with numerous inflorescences. Plant height averaged 4.67 ft and plants retained most of their inflorescences, despite trampling and heavy grazing by cattle in the area. Population densest in flat, open sites at the bottom of the canyon. At the time of seed collection, the lower leaves of most plants were completely dried up, while upper leaf blades were light green in color.",,::,"4:28 JUL 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",,,,44054,,,WEB,4.67,5YR 2.5/1 black,44062,LEYMUS,cinereus,2020,
'SOS-UT020-94,LECI4-SOS-UT020-94-BOXELDER-20,0.0819,141211,0.3212,LECI4,basin wildrye,Leymus,cinereus,,,,,Leymus cinereus,POACEAE,LECI4,8/11/2020,UT020-94,94,UT020,,"Connor Desmond, Logan Vogel, Summer Traylor, and David Sauve",US,80E,Northwestern Basin and Range (Omernik),Utah,Box Elder,Sawtooth National Forest,Minidoka Ranger District,"From Snowville, UT, head west on UT-30 for 16 miles and then continue straight onto UT-42, driving northwest for 8.7 miles, crossing the Idaho border. Then, turn left onto E Naf Rd S, heading west for 9.9 miles. Stay straight at the intersection here, following the main road northwest, then west, and then southwest for another 14 miles, crossing back into Utah. Then, turn left onto Yost Flats Rd, and follow it southeast and then straight south for a total of 3.4 miles. Finally, at this point, turn left onto another unpaved road and follow it south for 2.3 miles onto US Forest Service property. We collected seed from plants in dense clusters on both sides of Wildcat Creek.","41°54' 34.2"" N","113°36' 33.4"" W",41.9095,-113.60927,GPS,NAD83,6221,FT,USFS,Artemisia tridentata:Juniperus osteosperma:Symphoricarpos oreophilus:Solidago missouriensis:Ericameria nauseosa:Geranium viscosissimum:Verbascum thapsus:Cirsium arvense:Chrysothamnus viscidiflorus:Erigeron speciosus:Bromus tectorum:Eriogonum microthecum:Poa compressa:Achillea millefolium:Tragopogon dubius:Artemisia ludoviciana:Sisymbrium altissimum:Purshia tridentata:Ribes aureum:Rosa sp.,Burned:Grazed:Trampled,Valley and toe-slopes at the bottom of a broad canyon,5,N,Upland Loam (Browse),Cattle grazing and recreation,Colluvium and alluvium derived from quartzite and mica schist,Other : Sandy loam,150,350,15,P,"Perennial bunchgrass forming tall, sprawling clumps with numerous inflorescences. Plant height averaged 4.5 ft and plants appeared healthy, but many plants in this area produced few or no reproductive shoots this year. Plants were present in flat, open areas directly alongside Wildcat Creek, but also along dry drainage paths relatively far from the creek. Most of the plants we collected seed from were located on rather dry, sloped sites, with their lower leaf blades dried up at the time of collection.",,::,"4:08 JUL 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",,,44055,"08/11/2020, 08/12/2020",1,,AEL,4.5,5YR 2.5/1 black,44109,LEYMUS,cinereus,2020,
'SOS-UT020-95,LECI4-SOS-UT020-95-BOXELDER-20,0.0795,142489,0.3183,LECI4,basin wildrye,Leymus,cinereus,,,,,Leymus cinereus,POACEAE,LECI4,8/12/2020,UT020-95,95,UT020,,"Connor Desmond, Logan Vogel, Summer Traylor, and David Sauve",US,80E,Northwestern Basin and Range (Omernik),Utah,Box Elder,Sawtooth National Forest,Minidoka Ranger District,"From Snowville, UT, head west on UT-30 for 16 miles and then continue straight onto UT-42, driving northwest for another 8.7 miles, crossing the Idaho border. Once here, take a left to head west on E Naf Rd S for 10 miles. Then, turn left, heading straight south for about 1 mile before turning right and heading straight west for 1 additional mile. Finally, take a left to head south and then southwest on One Mile Road for about 3.9 miles, entering US Forest Service property. Our collection site is on the south side of the road, in a small meadow where Leymus cinereus is the dominant species. We also collected from similar sites and scattered individuals alongside One Mile Road, east and west of this central site.","41°57' 13.7"" N","113°27' 26.6"" W",41.9538,-113.45738,GPS,NAD83,6621,FT,USFS,Artemisia tridentata:Symphoricarpos oreophilus:Artemisia ludoviciana:Juniperus osteosperma:Populus tremuloides:Cynoglossum officinale:Geranium viscosissimum:Erigeron speciosus:Achillea millefolium:Chrysothamnus viscidiflorus:Bromus tectorum:Poa bulbosa,Grazed:Trampled,Valley at the bottom of a broad canyon,3,SE,Upland Stony Loam (Pinyon-Utah Juniper),Cattle grazing and recreation,"Colluvium and residuum derived from limestone, chert, and dolomite",Other : Silty loam,150,400,5,P,"Perennial bunchgrass forming tall, sprawling clumps with numerous inflorescences. Plant height averaged 4.67 ft in this area, with most individuals found in dense clusters at the bottom of the canyon. This area had been heavily grazed and trampled upon by cattle before our collection, but most of the plants retained all of their inflorescences. Seeds of plants at higher elevations along the creek and in shadier sites beneath Populus tremuloides trees were still not quite mature at the time of our collection on 08/12/2020, so our collection was primarily limited to lower-elevation, open sites.",,::,"4:08 JUL 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",,,,44055,1,,AEL,4.67,5YR 2.5/1 black,44109,LEYMUS,cinereus,2020,
'SOS-UT020-96,LECI4-SOS-UT020-96-BOXELDER-20,0.0804,139491,0.3251,LECI4,basin wildrye,Leymus,cinereus,,,,,Leymus cinereus,POACEAE,LECI4,8/12/2020,UT020-96,96,UT020,,Connor Desmond and Logan Vogel,US,80E,Northwestern Basin and Range (Omernik),Utah,Box Elder,Sawtooth National Forest,Minidoka Ranger District,"From Snowville, UT, head west on UT-30 for 16 miles and then continue straight onto UT-42, driving northwest for another 8.7 miles, crossing the Idaho border. Once here, take a left onto E Naf Rd S and head west for 3.2 miles. Next, turn left to head south along Clear Creek Rd for 2.8 miles. Finally, turn right to stay on Clear Creek Rd, heading southwest for about 4.2 miles to the collection site. We collected seed from plants in an open meadow just north of the road from this point, as well as from individuals and small clusters of plants scattered alongside Clear Creek Road to the east and west.","41°57' 03.6"" N","113°20' 22.5"" W",41.951,-113.33958,GPS,NAD83,6647,FT,USFS,Artemisia tridentata:Symphoricarpos oreophilus:Tragopogon dubius:Achillea millefolium:Populus tremuloides:Cynoglossum officinale:Cirsium vulgare:Lupinus argenteus:Juniperus osteosperma:Chrysothamnus viscidiflorus:Ericameria nauseosa:Equisetum hyemale:Comandra umbellata:Geranium sp.:Rosa sp.:Artemisia ludoviciana:Poa bulbosa:Bromus tectorum:Pinus monophylla,Grazed,Valley and toe-slopes at the bottom of a broad canyon,7,SE,Mountain Gravelly Loam (Mountain Big Sagebrush),Cattle grazing and recreation,Colluvium and residuum derived from quartzite and mica schist,Other : Sandy clay loam,150,300,16,P,"Perennial bunchgrass forming tall, sprawling clumps with numerous inflorescences. Plant height averaged 4.58 ft, with plants scattered alongside Clear Creek Rd in relatively flat, open sites. The effects of grazing here were minimal this season, so most plants were neither chewed down nor trampled upon. Rather than forming dense clusters, most of the plants here were scattered far from one another amidst other tall grasses, shrubs, and forbs. Since the riparian zone here is heavily forested, most Leymus cinereus individuals were relatively far from the creek, compared with other sites where we've collected.",,::,"4:20 JUL 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",,,,44055,1,,AEL,4.58,5YR 2.5/1 black,44109,LEYMUS,cinereus,2020,
'SOS-UT080-309,ELEL5-SOS-UT080-309-UINTAH-20,0.0728,155630,0.2914,ELEL5,squirreltail (Bottlebrush),Elymus,elymoides,,,,,Elymus elymoides,POACEAE,ELEL5,6/11/2020,UT080-309,309,UT080,,"Clark, M. Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Old Bonanza Highway,Oil well 150718,"East 11 mi. on hwy 40 from Jensen, take Old Bonanza Hwy south for 10.5 mi., turn left towards 150718, about 0.25m south from the dirt road, on cheatgrass covered hill.","40°9' 3.672"" N","109°7' 46.776"" W",40.15102,-109.12966,GPS,WGS84,5604,FT,BLM,Bromus tectorum:Sarcobatus vermiculatus:Atriplex gardneri:Sphaeralcea coccinea ssp. coccinea:Achnatherum hymenoides:Tephrosia spicata:Artemisia nova:Atriplex confertifolia:Salsola tragus,Grazed,Hill Side,30,SE,Desert Clay (Shadscale),"OIl, grazing allotment","Badlands-Denco complex, 4-25% slopes",Silt : Silty Clay,60,60,1,P,,,::,3:11 JUN 2020:,,,,,0,,AEL,1-2',7.5 YR 4/4,44133,ELYMUS,elymoides,2020,
'SOS-UT080-310,ELEL5-SOS-UT080-310-UINTAH-20,0.0678,174193,0.2603,ELEL5,squirreltail (Bottlebrush),Elymus,elymoides,,,,,Elymus elymoides,POACEAE,ELEL5,6/15/2020,UT080-310,310,UT080,,"Clark, M. Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Walker Hollow,Walker Hollow Road,"22 miles S on highway 45 from Naples, approx 1 miles NE on oil road plants on either side on road","40°9' 3.636"" N","109°7' 46.703"" W",40.15101,-109.12963,GPS,WGS84,5124,FT,BLM,Tetradymia spinosa:Melilotus officinalis:Artemisia tridentata ssp. wyomingensis:Pleuraphis jamesii:Bromus tectorum:Sarcobatus vermiculatus:Sphaeralcea coccinea:Agropyron cristatum:Salsola tragus:Gutierrezia sarothrae,Grazed,roadside,0,N,Semi-desert loam (wyoming big sagebrush),"oil, grazing allotment",Badland-montwell complex,"Clay, Silt",100,200,3,P,,,::,3:15 JUN 2020:,,,,,,,AEL,2-Jan,7.5 YR 6/4,44133,ELYMUS,elymoides,2020,
'SOS-UT080-311,PLJA-SOS-UT080-311-UINTAH-20,0.05,161033,0.2816,PLJA,James' galleta,Pleuraphis,jamesii,,,,,Pleuraphis jamesii,POACEAE,PLJA,6/16/2020,UT080-311,311,UT080,,"Clark, M. Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Baser Wash,Beaser Washington Road,"From Naples, 13 miles S on Highway 45, .5 mile W on Baeser Washington Rd plants north of road","40°14' 50.064"" N","109°25' 55.236"" W",40.24724,-109.43201,GPS,WGS84,5082,FT,BLM,Grayia spinosa:Salsola tragus:Astragalus convallarius:Sarcobatus vermiculatus:Gutierrezia sarothrae:Atriplex confertifolia:Ericameria nauseosa:Plantago patagonica:Achnatherum hymenoides,Grazed,slope to wash,10,W,Desert shallow loam (shadscale),grazing allotment,"Milok-montwell-badland association, 3-25% slope","Clay, Silt : silty-clay",2000,5000,5,P,,,::,3:16 JUN 2020:,,,,,0,,AEL,2-Jan,7.5 YR 5/4,44133,PLEURAPHIS,jamesii,2020,
'SOS-UT080-313,PLJA-SOS-UT080-313-UINTAH-20,0.089,153867,0.2947,PLJA,James' galleta,Pleuraphis,jamesii,,,,,Pleuraphis jamesii,POACEAE,PLJA,6/16/2020,UT080-313,313,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Old Bonanza Highway,Oil well 150718,"From Vernal, ~24 miles E on Highway 40, 10.5 miles S on old Bonanaza Highway, ~1 miles SE on oil road in fields on S side of road","40°8' 53.3796"" N","109°7' 12.9936"" W",40.14816,-109.12027,GPS,WGS84,5604,FT,BLM,Bromus tectorum:Sphaeralcea coccinea ssp. coccinea:Ericameria nauseosa:Atriplex confertifolia:Guaiacum sanctum:Gutierrezia sarothrae:Krascheninnikovia lanata:Achnatherum hymenoides:Tetradymia nuttallii:Tetradymia spinosa:Agropyron cristatum:Phlox longifolia,Grazed,roadside draw,0,,Desert Sandy Loam (indian rice grass),"grazing allotment, oil","shotnik sandy loam, 2-4%s lopes",Sand : sandy loam,1000,5000,10,P,,,::,3:16 JUN 2020:,,,44006,,0,,AEL,1-1.5,7.5YR 6/4,44133,PLEURAPHIS,jamesii,2020,
'SOS-UT080-314,ELEL5-SOS-UT080-314-UINTAH-20,0.0556,210000,0.2159,ELEL5,squirreltail (Bottlebrush),Elymus,elymoides,,,,,Elymus elymoides,POACEAE,ELEL5,6/17/2020,UT080-314,314,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Blind Draw,Highway 40E,"~22 miles E on highway 40 from Vernal, plants on south side of roadside","40°18' 11.88"" N","109°12' 22.104"" W",40.3033,-109.20614,GPS,WGS84,5180,FT,BLM,Sarcobatus vermiculatus:Pascopyrum smithii:Atriplex confertifolia:Gutierrezia sarothrae:Halogeton glomeratus:Achnatherum hymenoides:Bromus tectorum:Pleuraphis jamesii:Salsola tragus:Tephrosia spicata,Grazed:Herbicide 2019,roadside foothills,10,N,Semidesert loam (wyoming big sagebrush),Grazing allotment,"Mikim loam, 3-15% slopes","Clay, Sand : sandy clay",156,200,5,P,,,::,3:17 JUN 2020:,,,,,0,,AEL,1-1.5,7.5YR 6/4,44133,ELYMUS,elymoides,2020,
'SOS-UT080-317,SPCOC-SOS-UT080-317-UINTAH-20,0.0248,186268,0.2435,SPCOC,scarlet globemallow,Sphaeralcea,coccinea,spp.,coccinea,,,Sphaeralcea coccinea ssp. coccinea,MALVACEAE,SPCOC,6/24/2020,UT080-317,317,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Blind Draw/Cow Wash,Highway 40E,"From Vernal, ~22 miles E on Highway 40 plants on S side of Highway","40°18' 4.5396"" N","109°11' 51.5256"" W",40.30126,-109.19764,GPS,WGS84,5180,FT,BLM,Bromus tectorum:Sarcobatus vermiculatus:Pascopyrum smithii:Halogeton glomeratus:Salsola tragus,Grazed:herbicide 2019,road side,0,N,Alkali flat (Greasewood),grazing allotment,mikim loam,"Sand, Other : gravel",50,200,1,B,,,::,3:24 JUN 2020:,,,,,0,,AEL,0.5,"2.5 YR, 6/4",44133,SPHAERALCEA,coccinea,2020,
'SOS-UT080-319,SPPA2-SOS-UT080-319-UINTAH-20,0.0364,394184,0.115,SPPA2,small-leaf globemallow,Sphaeralcea,parvifolia,,,,,Sphaeralcea parvifolia,MALVACEAE,SPPA2,6/24/2020,UT080-319,319,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Brough Reservoir,Highway 88,"From Vernal, ~14 miles W on Highway 40, 3.8 miles S on Highway 88, plants west of highway on either side of turnoff to Brough reservoir","40°15' 56"" N","109°41' 6"" W",40.26555,-109.685,GPS,WGS84,5030,FT,BLM,Pleuraphis jamesii:Bromus tectorum:Halogeton glomeratus:Achnatherum hymenoides:Atriplex canescens:Grayia spinosa:Ericameria nauseosa,Grazed,roadside,10,E,Semidesert sandy loam (four-wing saltbush),grazing allotment,begay sandy loam,Sand : loamy sand,100,250,5,P,,,::,3:24 JUN 2020:,,,44012,,0,,AEL,2-Jan,7.5YR 6/4,44133,SPHAERALCEA,parvifolia,2020,
'SOS-UT080-320,SPPA2-SOS-UT080-320-UINTAH-20,0.0431,264027,0.1717,SPPA2,small-leaf globemallow,Sphaeralcea,parvifolia,,,,,Sphaeralcea parvifolia,MALVACEAE,SPPA2,7/1/2020,UT080-320,320,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Uintah Basin,Baeser Washington Rd.,"From Vernal, take hwy 45 S for 13 mi., turn W onto Beaser Washington Rd., cont. for 4 mi., cont. onto Stirrup Rd. for 4 mi. Along sandy plateau top near oil well rd 4304731787.","40°14' 53"" N","109°32' 52"" W",40.24805,-109.54777,GPS,WGS84,5030,FT,BLM,Bromus tectorum:Halogeton glomeratus:Tephrosia spicata:Cryptantha flava:Pleuraphis jamesii:Achnatherum hymenoides:Townsendia sp.:Tetradymia nuttallii:Ericameria nauseosa:Hesperostipa comata,Grazed,plateau above river canyon,0,SW,Desert sandy loam (indian rice grass),"oil, grazing allotment",Nakoy loamy fine sand,Sand,150,300,3,P,,,::,3:25 JUN 2020:,,,,,0,,AEL,2-Jan,7.5YR 5/4,44133,SPHAERALCEA,parvifolia,2020,
'SOS-UT080-321,ARPU9-SOS-UT080-321-UINTAH-20,0.106,130344,0.3479,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea,POACEAE,ARPU9,6/25/2020,UT080-321,321,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Old bonanza highway,roadside,"From Vernal, 24.4 miles E on H 40, 4 miles S on Old Bonanza Highway, plants lining both sides of road","40°14' 12"" N","109°9' 23"" W",40.23666,-109.15638,GPS,WGS84,5480,FT,BLM,Sarcobatus vermiculatus:Bromus tectorum:Gutierrezia sarothrae:Artemisia nova:Agropyron cristatum:Hesperostipa comata,Grazed,roadside,30,W,Alkali flat (greasewood),grazing allotment,mikim loam,"Silt, Sand : gravel/asphalt",200,1000,2,P,,,::,3:25 JUN 2020:,,,,,0,,AEL,1,2.5 YR 4/1,44133,ARISTIDA,purpurea,2020,
'SOS-UT080-322,ERHE2-SOS-UT080-322-UINTAH-20,0.0674,171493,0.2644,ERHE2,parsnipflower buckwheat,Eriogonum,heracleoides,,,,,Eriogonum heracleoides,POLYGONACEAE,ERHE2,8/11/2020,UT080-322,322,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Red Cloud Loop Kiosk,Highway 191,"From Vernal, take Hwy 191 N for 16 miles. Turn W onto FR 018. The pull off for Red Cloud Loop is immediately to the north, plants are abundant throughout meadow and nearby Aspen grove.","40°40' 35.1"" N","109°29' 15.4"" W",40.67641,-109.48761,GPS,WGS84,8255,FT,USFS,Symphoricarpos oreophilus var. oreophilus:Koeleria macrantha:Bromus inermis:Artemisia nova:Gutierrezia sarothrae:Elymus elymoides:Lupinus argenteus:Phlox hoodii:Balsamorhiza hookeri:Eriogonum umbellatum:Poa secunda:Hesperostipa comata,Grazed,sub-alpine hills,10,NE,,,,"Clay, Sand",250,1000,,P,,,::,3:01 SEP 2020:,,,,,1,,AEL,1-2',10YR 3/2,44133,ERIOGONUM,heracleoides,2020,
'SOS-UT080-323,SPAI-SOS-UT080-323-UINTAH-20,0.0022,2503311,0.0181,SPAI,alkali sacaton,Sporobolus,airoides,,,,,Sporobolus airoides,POACEAE,SPAI,7/1/2020,UT080-323,323,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Ouray Wildlife refuge,Highway 88,"From Vernal, ~12.5 miles E on highway 40, 12.7 miles S on highway 88, plants in drainage area E oil wells","40°8' 36"" N","109°39' 42"" W",40.14333,-109.66166,GPS,WGS84,4720,FT,BLM,Pascopyrum smithii:Halogeton glomeratus:Sarcobatus vermiculatus:Lepidium montanum:Iva axillaris:Acroptilon repens:Lepidium latifolium:Populus fremontii,Grazed,drainage,10,E,Desert sandy loam (indian rice grass),"oil, grazing allotment",denco silty clay loam,Sand : sandy loam,200,500,2,P,,,::,3:29 JUN 2020:,,,,,0,,AEL,3-Feb,7.5 YR 5/3,44133,SPOROBOLUS,airoides,2020,
