NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Cephalanthus occidentalis,RUBIACEAE,CEOC2,25-Oct-16,MARSB-698,698,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,Kent,Bombay Hook WMA,Fennis Pool,"From Leipsic, travel north on route 9 then turn right (east) onto Whitehall Neck RD. Travel straight until the end of the road into Bombay Hook WMA entrance. Travel down road passed Main Office until end of road, then turn left. Follow signs for Finis Pool. Population located within and around the boarder of Finis Pool","39°16' 27.5"" N","75°29' 26.8"" W",39.2743,-75.49077,GPS,NAD83,123,FT,DE Fish and Wildlife,Rubus sp.:Polygonum sp.:Quercus sp.:Acer rubrum:Microstegium vimineum:Microstegium vimineum,,pond,0,N,Pond surrounded by deciduous hardwood forest,"recreation, conservation, hunting",Nanticoke,Clay,100+,800+,2,P,"Multi-stemmed shrub. Leaves in pairs or in threes, petiolate. Long, ovate narrow leaves with pointed tip and rounded to tapered at base. Small white flowers born in distinctive round clusters.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:25 OCT 2016:Smithsonian and MARSB,,,,,1,,WEB,12-Jun,10YR 4/2 Dark Grayish Brown,16-Nov-16,CEPHALANTHUS,occidentalis,2016,
Hudsonia ericoides,CISTACEAE,HUER,6-Jul-16,MARSB-702,702,MARSB,,C. Holmes,US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Peconic Bog County Park,Power line ROW,"I-495 East to Exit 71 for Rt 24/Nugent Drive. Go east on Rt. 24 to Pinehurst Blvd. Take a left onto Pinehurst and follow to S. River Road. Take a right onto S River Rd and continue to end of Street where trail begins. Hike on trail, take first right and follow to Powerline cut","40°54' 39"" N","72°41' 49.6"" W",40.91083,-72.69711,GPS,NAD83,9,M,Suffolk County Department of Parks and Rec.,Pinus rigida:Quercus ilicifolia:Arctostaphylos uva-ursi:Carex pensylvanica:Helianthemum canadense:Vaccinium pallidum:Gaylussacia baccata,Mowed,"Outwash Plains, Ground Moraines",undulating,,Pitch Pine Lowland,Utility Right of way/conservation,Plymouth and carver,Sand,120+,250+,2,P,,,C. Holmes:In Field:06 JUL 2016,"2:06 JUL 2016:Smithsonian, MARSB",,,,,,10559,WEB,.25-.5,tan/white,30-Nov-16,HUDSONIA,ericoides,2016,
Rhus glabra,ANACARDIACEAE,RHGL,26-Aug-16,MARSB-709,709,MARSB,,,US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Nassau,,,,"40°35' 37.7"" N","73°31' 22.9"" W",40.5938,-73.52302,,,,FT,Jones Beach State Park,Prunus serotina:Rhus copallinum:Aralia elata:Toxicodendron radicans:Morella pensylvanica:Lonicera japonica:Parthenocissus quinquefolia,,,,,,,,,plants sampled,,,,,,::,::,,,,,,,RKH,,,25-Jul-17,RHUS,glabra,2016,
Cladium mariscoides,CYPERACEAE,CLMA,21-Sep-16,MARSB-713,713,MARSB,,C. Holmes,US,63E,Middle Atlantic Coastal Plains (Omernik),New Jersey,Cumberland,Peaslee WMA,1st ave/Route 49 pond,"Garden State Parkway to Exit 20. Take Route 50W to Tuckahoe. In Tuckahoe, Turn left onto Route 49 and continue 6.5 miles to 1st Ave. Turn Right on 1st ave and population is in the swamp on the west side of the road.","39°19' 36.4"" N","74°51' 41.3"" W",39.32677,-74.86147,GPS,NAD83,10,M,NJ DEP Fish and Wildlife,Acer rubrum:Chamaedaphne calyculata:Vaccinium macrocarpon:Juncus canadensis:Xyris sp.:Rhynchospora macrostachya:Panicum flexile,,Swamp,,,Mixed Hardwood swamp,Conservation,Manahawkin,Other : Clay sand,450+,2000+,8+,P,,,H. Liljengren:In Field:19 JUN 2016,"2:21 SEP 2016:Smith, MARSB",,,21-Sep-16,,1,10736,WEB,3-3.5,Dark Brown to black,30-Nov-16,CLADIUM,mariscoides,2016,
Cyperus grayi,CYPERACEAE,CYGR2,26-Sep-16,MARSB-715,715,MARSB,,C. Holmes,US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Nassau,Nickerson Beach,,"I-495 East to exit 38 for Northern State Parkway E toward Hauppauge.Merge onto Northern State Pkwy. Use the right 2 lanes to take exit 31A for Meadowbrook State Pkwy toward Jones Beach, Continue onto Meadowbrook State Pkwy S. Take exit M10 for Loop Parkway. Continue onto Loop Parkway. Use the right 2 lanes to take the exit toward Long Beach. Nickerson Beach is on the south side of the road.","40°35' 34.7"" N","73°35' 57.6"" W",40.59297,-73.59933,GPS,NAD83,3,FT,Nassau County Parks,Ammophila breviligulata:Schizachyrium littorale:Morella pensylvanica:Lechea maritima,,Dune/ Coastal Plain,undulating,,Primary Dune System,Conservation/Recreation,Udipsamments complex,Sand,100 plants sampled,500+,8,P,,,C. Holmes:In Field:26 SEP 2016,"2:26 SEP 2016:Smithsonian, MARSB",,,,,1,10757,WEB,0.5,light tan,17-Nov-16,CYPERUS,grayi,2016,
Symphyotrichum tenuifolium,COMPOSITAE,SYTE6,25-Oct-16,MARSB-725,725,MARSB,,C. Holmes,US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Hubbard County Park,White Column Entrance,"Take I-495 East to exit 71 for NY-24 toward Hampton Bays/Calverton. Turn right onto NY-24 S/Edwards Ave S. Continue to follow NY-24 S. Keep right to continue on Nugent Dr. At the traffic circle, take the 3rd exit onto Flanders Rd. Continue about 5 miles to the white column entrance to Hubbard County Park on the Left side of the road.","40°54' 16.7"" N","72°35' 20.5"" W",40.90463,-72.58902,GPS,NAD83,0,FT,Suffolk County Parklands,Spartina patens:Distichlis spicata:Salicornia depressa,,Tidal Marsh/Flat,,,High Salt Marsh,Conservation and Recreation,Tidal Marsh,: Mucky Sand,350+,1000+,6,P,,,C. Holmes:In Field:25 OCT 2016,2:25 OCT 2016:Smithsonian and MARSB,,,,,1,10905,WEB,.5-1.5,Black,29-Nov-16,SYMPHYOTRICHUM,tenuifolium,2016,
Spartina x caespitosa,POACEAE,Spartina x caespitosa,31-Oct-16,MARSB-735,735,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Jones Beach State Park,,"From Southern State Parkway, take exit 22S toward Jones Beach/NY M S. Merge onto Meadowbrook State Parkway S. Continue onto Ocean Parkway E, then park in Lot 4. Population is along the shore of Zach's Bay ( in sight of the Nikon Theater).","40°36' 02.1"" N","73°28' 51.9"" W",40.60058,-73.48108,GPS,NAD83,4,FT,NY State Parks,Spartina alterniflora:Ammophila breviligulata:Cenchrus tribuloides:Cakile edentula:Morella pensylvanica:Parthenocissus quinquefolia:Salicornia depressa:Salicornia sp.,Flooded,Tidal marshes,0-10,,tidal marshes,recreation,Duneland-Udipsamments complex,Sand,500+,2000+,,P,"Round stem, flower branches arranged vertically, seed arranged tightly on one side of each branch. Purple/red rhizomes.û",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:31 OCT 2016:Smithsonian,ûMARSB",,,,,1,SAN 10955,WEB,0.5-2.5,tan,16-Nov-16,SPARTINA,caespitosa,2016,
Salicornia depressa,CHENOPODIACEAE,SADE10,3-Nov-16,MARSB-742,742,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Accabonauc Harbor,Gerard Drive,"From NY27-E turn left onto Main st. Continue on N Main St which becomes Springs Fireplace Rd. Turn right on Old Fireplace Road which becomes Gerard Dr. Take Gerard Drive to end of peninsula on Accabonac Harbor (where the road ends). Population is in dune at the end of the peninsula and on the edges of the marsh along the west side of the peninsula. There are private houses on the road, but the marsh land is owned by East Hampton Town Parks.","41°01' 46.6"" N","72°08' 17.8"" W",41.02961,-72.13827,GPS,NAD83,0,FT,Easthampton Town Parks,Iva frutescens:Juniperus virginiana:Spartina alterniflora:Distichlis spicata:Spartina patens:Spartina x caespitosa:Limonium carolinianum:Salicornia sp.:Ammophila breviligulata,Flooded,Tidal marsh,0-10,,Tidal high salt marsh,Conservation,Tidal marsh,Sand,400+,2000+,4,P,"Simple, opposite, entire leaves that turn yellow/orange/red in fall. Succulent. Floral parts embedded in leaf tips.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:03 NOV 2016:Smithsonian, MARSB",,,,,1,SAN 10962,WEB,0.3-1,tan,16-Nov-16,SALICORNIA,depressa,2016,
Salicornia depressa,CHENOPODIACEAE,SADE10,3-Nov-16,MARSB-744,744,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Nassau,Cow Meadow Park,,"From S Main St in Merrick, turn left onto Mill Rd. Turn left onto S Main St and the destination is at the end of the road on your left. Walk down the nature path until you reach the salt marsh entrance (next to the wooden view tower). The population is in the salt marsh.","40°38' 0.7"" N","73°34' 20.5"" W",40.63352,-73.57236,GPS,NAD83,2,FT,Nassau County Parks,Spartina alterniflora:Phragmites australis:Limonium carolinianum:Limonium carolinianum:Limonium carolinianum:Spartina patens:Distichlis spicata:Distichlis spicata:Iva frutescens:Iva frutescens:Iva frutescens,Flooded,Tidal marsh/depression,0-10,,Tidal high salt marsh,"Conservation, recreation",Tidal marshes,Silt,200+,1000+,8,P,"Simple, opposite, entire leaves that turn yellow/orange/red in fall. Succulent. Floral parts embedded in leaf tips.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:03 NOV 2016:MARSB, Smithsonian",,,,,1,SAN 10964,WEB,0.5-1,7.5 YR 2.5/3 (very dark brown),16-Nov-16,SALICORNIA,depressa,2016,
Baccharis halimifolia,ASTERACEAE,BAHA,8-Nov-16,MARSB-745,745,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Nassau,Seatuck National Wildlife Refuge,,"From Sunrise Highway North Service Rd, turn right onto Islip Blvs, then left onto Main St, then right onto St. MarkÃ¢âú¬âü¢s Lane. Drive to the end of St. MarkÃ¢âú¬âü¢s Lane and into the park. The population is along the salt marsh edge, off the main path.","40°42' 56.4"" N","73°12' 18.1"" W",40.71566,-73.20502,GPS,NAD83,2,FT,U.S. Fish & Wildlife,Euthamia graminifolia:Rubus sp.:Smilax sp.:Panicum virgatum:Teucrium canadense:Andropogon virginicus:Juncus gerardii:Phragmites australis,Flooded,tidal marshes,0-10,,Tidal high salt marsh edge,Conservation,Tidal marsh,Silt,250+,1000+,20+,P,"Simple, alternate, toothed leaves. White flowers that become conspicuously fluffy when ripe.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:08 NOV 2016:Smithsonian, MARSB",,,,,1,SAN 10996,WEB,10-May,5 yr 2.5/2 dark reddish brown,16-Nov-16,BACCHARIS,halimifolia,2016,
Euthamia graminifolia,ASTERACEAE,EUGR5,8-Nov-16,MARSB-746,746,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Seatuck National Wildlife Refuge,,"From Sunrise Highway North Service Rd, turn right onto Islip Blvs, then left onto Main St, then right onto St. Markâ€™s Lane. Drive to the end of St. Markâ€™s Lane and into the park. The population is on the edges of the main trail and along the salt marsh edges.","40°42' 56.4"" N","73°12' 18.1"" W",40.71566,-73.20502,GPS,NAD83,2,FT,U.S. Fish & Wildlife,Baccharis halimifolia:Rubus sp.:Smilax sp.:Panicum virgatum:Teucrium canadense,,"Depressions, tidal marsh",0-10,,Successional maritime forest/path edge/tidal high salt marsh edge,Conservation,Berryland mucky sand,Sand,300+,1000+,30+,P,"Simple, entire, alternate, linear leaves, 3-12 mm wide. Radiate yelow flower heads.û",,,"2:08 NOV 2016:Smithsonian, MARSB",,,,,1,SAN 10997,WEB,0.5-4,5 YR 2.5/2 dark reddish brown,11-Nov-16,EUTHAMIA,graminifolia,2016,
Solidago sempervirens,ASTERACEAE,SOSE,8-Nov-16,MARSB-748,748,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Nassau,Nickerson Beach County Park,,"From Meadowbrook State Parkway S, take exit M10 for Loop Parkway. Exit towards Long Beach, merge onto Lido Blvd, and turn left onto Donna Ln. The Beach is on your left and the population is spread throughout the dunes and beach.","40°35' 15.5"" N","73°36' 2.5"" W",40.58763,-73.60069,GPS,NAD83,13,FT,Nassau County Parks,Cakile edentula:Ammophila breviligulata:Spartina x caespitosa:Schizachyrium littorale:Morella pensylvanica:Polygonum arifolium:Phragmites australis,,Beach/dune,0-10,,Back dune,"Recreation, conservation",Beaches,Sand,500+,3000+,100+,P,"Alternate, simple, entire, waxy, fleshy leaves. Radiate yellow flower heads.û",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:08 NOV 2016:Smithsonian, MARSB",,,,,1,SAN 10999,WEB,4-Jan,10 YR 8.5/1 white,16-Nov-16,SOLIDAGO,sempervirens,2016,
Baccharis halimifolia,ASTERACEAE,BAHA,10-Nov-16,MARSB-749,749,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Scallop Pond Preserve,,"From NY 27 E, turn left onto Sandy Hollow Rd, left onto N Sea Rd, left onto Millstone Brook Rd, right onto Scott Rd. Take the first left onto an unmarked dirt road after passing Harris Rd and Jennings Lane on your right. The population is along the edges of the road and salt marshes.","40°56' 12.3"" N","72°25' 41.4"" W",40.93675,-72.42816,GPS,NAD83,0,FT,Nature Conservancy,Juniperus virginiana:Quercus sp.:Rosa carolina:Panicum sp.:Schizachyrium sp.:Schizachyrium sp.:Solidago sempervirens:Euthamia graminifolia:Spartina x caespitosa,Flooded,Tidal marshes,0-10,,Tidal high salt marsh,"Conservation, recreation",Tidal marsh,Silt,150+,1000+,3+,P,"Simple, alternate, toothed leaves. White flowers that become conscpicuously fluffy when ripe.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:10 NOV 2016:Smithsonian, MARSB",,,,,1,SAN 11000,WEB,10-May,7.5 YR 2.5/2 very dark brown,16-Nov-16,BACCHARIS,halimifolia,2016,
Solidago sempervirens,ASTERACEAE,SOSE,10-Nov-16,MARSB-750,750,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Scallop Pond Preserve,,"From NY 27 E, turn left onto Sandy Hollow Rd, left onto N Sea Rd, left onto Millstone Brook Rd, right onto Scott Rd. Take the first left onto an unmarked dirt road after passing Harris Rd and Jennings Lane on your right. The population is along the road edges and beach at the end of the road.","40°56' 12.3"" N","72°25' 41.4"" W",40.93675,-72.42816,GPS,NAD83,0,FT,The Nature Conservancy,Juniperus virginiana:Quercus sp.:Rosa carolina:Panicum sp.:Schizachyrium sp.:Solidago sempervirens:Euthamia graminifolia:Spartina x caespitosa,,Tidal marshes,0-10,,Beach,"Conservation, recreation",Tidal marsh,Sand,150+,800+,3+,P,"Alternate, simple, entire, waxy, fleshy leaves. Radiate yellow flower heads.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:10 NOV 2016:Smithsonian, MARSB",,,,,1,SAN 1101,WEB,3-Jan,7.5 YR 2.5/2 very dark brown,16-Nov-16,SOLIDAGO,sempervirens,2016,
Salicornia depressa,CHENOPODIACEAE,SADE10,4-Nov-16,MARSB-754,754,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,Sussex,Delaware Seashore State park,Campground Marsh,"Follow route 1 south along the coastal highway toward Fenwick Island. Pass over bridge, then immediately turn right (west) into the DE Seashore Camp Ground. Park in the camp store parking lot. Population located in marsh behind camp store/ campground (facing south)","38°36' 15.7"" N","75°3' 55.4"" W",38.60436,-75.06538,GPS,NAD83,-14,FT,State parks,Baccharis halimifolia:Spartina alterniflora:Solidago sempervirens:Distichlis spicata:Distichlis spicata:Iva frutescens:Phragmites australis,Flooded,marsh,0,N,coastal salt marsh,recreation,brockatonorton,Silt,100+,2000+,1,P,"Succulent branched plant. Bright red/ yellowish. Brown and dry when seeds ripen. Opposite, simple leaves.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,2:04 NOV 2016:Smithsonian and MARSB,,,,,1,,WEB,.5-1,5YR 3/1 Very Dark Gray,16-Nov-16,SALICORNIA,depressa,2016,
Salicornia depressa,CHENOPODIACEAE,SADE10,5-Nov-16,MARSB-758,758,MARSB,,BG & GTK,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,Sussex,Cape Henlopen State Park,Gordon's Path,"At intersection of Route 9 and Cape Henlopen Drive, turn right (east) onto Cape Henlopen Drive. Continue straight until you enter the Cape Henlopen State Park entrance. Continue onto Engineer Road (following signs for Biden Environmental Center). Continue onto Dune Road for about 1.5 miles. Enter parking lot on the right. Park and follow the boardwalk trail. Population is immediately past the boardwalk, and in the marsh area about 0.75 miles from the parking lot. Population is mostly on the right hand side coming from the boardwalk.","38°45' 22.9"" N","075°05' 29.7"" W",38.75636,-75.09158,GPS,NAD83,-143,FT,Delaware State Parks,Spartina alterniflora:Spartina patens:Iva frutescens:Baccharis halimifolia,Flooded,marsh,0,N,salt marsh,recreation,acquango,Silt,120+,800+,1,P,"Creeping glasswort that is yellow to reddish orange. When seeds are ready to collect, the plant is brown and slightly dried. The plant can form mats.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:05 NOV 2016:marsb and Smithsonian,,,,,1,,WEB,0.5 - 3,5yr 3-1,16-Nov-16,SALICORNIA,depressa,2016,
Mikania scandens,ASTERACEAE,MISC,8-Nov-16,MARSB-762,762,MARSB,,"R. Kretz, M. Giambalvo",US,64E,Northern Piedmont (Omernik),New Jersey,Morris,Great Swamp NWR,Blue Trail,"From Green Village, drive west on Greenvillage Rd for .5 miles. Turn left on Meyersville Rd. After 1000 ft, turn right on Woodland Rd and follow it until it dead-ends in Great Swamp NWR.","40°43' 14.3"" N","74°29' 12.4"" W",40.72063,-74.48677,GPS,NAD83,206,FT,US Fish and Wildlife,Typha latifolia:Rosa palustris:Phragmites australis:Cephalanthus occidentalis,Flooded,flat,0-2,,freshwater marsh,conservation/recreation,coarse loamy lagoonal deposits,Silt,90 plants sampled,200,5,P,"Leaf typeûleaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûopposite: there are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade has no teeth or lobesûthe edge of the leaf blade has teethûFlower type in flower headsûthe flower head has disk flowers only, and lacks the strap-shaped flowersûRay flower colorûNAûTuft or plume on fruitûat least a part of the plume is made up of fine bristlesûSpines on plantûthe plant has no spinesûLeaf blade lengthû30â€“150 mmûDisk flower numberû1-5",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:08 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,7-Jan,black,17-Nov-16,MIKANIA,scandens,2016,
Solidago canadensis,ASTERACEAE,SOCA6,9-Nov-16,MARSB-763,763,MARSB,,"R. Kretz, M. Giambalvo",US,58E,Northeastern Highlands (Omernik),New Jersey,Morris,Black River WMA,Patriot's Path,"From Chester, drive NE on North Rd for about .5 miles to Black River Recreation fields on left. Follow Patriots Path to population.","40°48' 7.1"" N","74°40' 17.4"" W",40.80197,-74.6715,GPS,NAD83,920,FT,NJ DEP,Euthamia graminifolia:Apocynum cannabinum:Elaeagnus umbellata,Mowed,hills,0-2,,meadow,conservation/recreation,"fine-loamy mixed, active, mesic typic hapudults",Silt,200 plants sampled,700,3,P,"Leaf typeûleaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûalternate: there is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has no teeth or lobesûthe edge of the leaf blade has teethûFlower type in flower headsûthe flower head has tubular disk flowers in the center and ray flowers, these often strap-shaped, around the peripheryûRay flower colorûyellowûTuft or plume on fruitûat least a part of the plume is made up of fine bristlesûSpines on plantûthe plant has no spinesûLeaf blade lengthû30â€“190 mmûDisk flower numberû1-5û6-10",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:09 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,3-Jan,7.5YR 3/3,17-Nov-16,SOLIDAGO,canadensis,2016,
Euthamia graminifolia,ASTERACEAE,EUGR5,9-Nov-16,MARSB-764,764,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Morris,Black River WMA,Patriot's Path,"From Chester, drive NE on North Rd for about .5 miles to Black River Recreation Fields on Left. Follow Patriots Path to population.","40°48' 7.1"" N","74°40' 17.4"" W",40.80197,-74.6715,GPS,NAD83,920,FT,NJ DEP,Solidago canadensis:Apocynum cannabinum:Elaeagnus umbellata,Mowed,hills,0-2,,meadow,conservation/recreation,"fine-loamy, mixed, active, mesic, typic hapludults",Silt,60 plants sampled,120,3,P,"Leaf typeûleaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûalternate: there is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has no teeth or lobesûFlower type in flower headsûthe flower head has tubular disk flowers in the center and ray flowers, these often strap-shaped, around the peripheryûRay flower colorûyellowûTuft or plume on fruitûat least a part of the plume is made up of fine bristlesûSpines on plantûthe plant has no spinesûLeaf blade lengthû37â€“130 mmûDisk flower numberû1-5û11-20û6-10",,Clara Holmes:From photograph:09 NOV 2016,"2:09 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,3-Feb,7.5YR 3/3,17-Nov-16,EUTHAMIA,graminifolia,2016,
Apocynum cannabinum,APOCYNACEAE,APCA,9-Nov-16,MARSB-765,765,MARSB,,"R. Kretz, M. Giambalvo",US,58E,Northeastern Highlands (Omernik),New Jersey,Morris,Black River WMA,,"From Chester, drive NE on North Rd for about .5 miles to Black River Recreation Fields on Left. Follow Patriots Path to population.","40°48' 7.1"" N","74°40' 17.4"" W",40.80197,-74.6715,GPS,NAD83,920,FT,NJ DEP,Euthamia graminifolia:Solidago canadensis:Elaeagnus umbellata,Mowed,hills,0-2,,Meadow,conservation/recreation,"fine-loamy, mixed, active, mesic typic hapludults",Silt,80 plants sampled,120,5,P,"Flower petal colorûgreen to brownûwhiteûyellowûLeaf typeûthe leaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûopposite: there are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade is entire (has no teeth or lobes)ûFlower symmetryûthere are two or more ways to evenly divide the flower (the flower is radially symmetrical)ûNumber of sepals, petals or tepalsûthere are five petals, sepals, or tepals in the flowerûFusion of sepals and petalsûthe petals or the sepals are fused into a cup or tubeûStamen numberû5ûFruit type (general)ûthe fruit is dry and splits open when ripeûFruit lengthû50â€“200 mm",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:09 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,4-Jan,7.5YR 3/3,17-Nov-16,APOCYNUM,cannabinum,2016,
Cephalanthus occidentalis,RUBIACEAE,CEOC2,9-Nov-16,MARSB-766,766,MARSB,,"R. Kretz, M. Giambalvo",US,58E,Northeastern Highlands (Omernik),New Jersey,Morris,Black River WMA,,"From Chester, drive north on Pleasant Hill Rd for about .75 miles to a parking lot for the WMA on the right. Population is to the left of the trail.","40°48' 14.7"" N","74°41' 15.2"" W",40.80408,-74.68755,GPS,NAD83,680,FT,NJ DEP,Typha latifolia:Carex stricta:Rosa palustris:Ilex verticillata,Flooded,hills,0-2,,Fresh water marsh,conservation/recreation,"fine-loamy, mixed, active, mesic typic hapludults",Silt,90 plants sampled,160,4,P,"Growth formûthe plant is a shrub (i.e., a woody plant with several stems growing from the base)ûLeaf typeûthe leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaves per nodeûthere are three leaves per node along the stemûthere are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade has teethûLeaf durationûthe leaves drop off in winter (or they wither but persist on the plant)ûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû80â€“150 mmûLeaf blade widthû23â€“150 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry but does not split open when ripeûBark textureûthe bark of an adult plant is ridged or platedûthe bark of an adult plant is thin and smoothûTwig winter colorûbrownûgrayûredûBud scale numberûthere are no scales on the winter buds",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:09 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,10-Apr,7.5YR 3/3,17-Nov-16,CEPHALANTHUS,occidentalis,2016,
Clethra alnifolia,CLETHRACEAE,CLAL3,10-Nov-16,MARSB-768,768,MARSB,,"R. Kretz, M. Giambalvo",US,67E,Ridge and Valley (Omernik),New Jersey,Sussex,Bear Swamp WMA,E Shore Lake Owassa Rd,From Branchville take Main St west toward Kenah Lake Rd. Turn right onto US-206 N. In 1.6 miles turn left onto Culvermere Rd. Drive to dead end of E Shore LAke Owassa Rd. Population is along edge of forest/marsh.,"41°8' 27.5"" N","74°49' 7.7"" W",41.14097,-74.8188,GPS,NAD83,876,FT,NJ DEP,Quercus alba:Liriodendron tulipifera:Tsuga canadensis:Kalmia latifolia,Flooded,fround morraines,0-2,,freshwater meadow,conservation/recreation,"coarse-loamy, mixed, active, mesic typic fragiudepts",Silt,100 plants sampled,300,3,P,"Growth formûthe plant is a shrub (i.e., a woody plant with several stems growing from the base)ûLeaf typeûthe leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaves per nodeûthere is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has teethûLeaf durationûthe leaves drop off in winter (or they wither but persist on the plant)ûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû35â€“100 mmûLeaf blade widthû20â€“55 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry and splits open when ripeûBark textureûthe bark of an adult plant is thin and smoothûTwig winter colorûbrownûgrayûBud scale numberûthere are no scales on the winter buds",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:10 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,3,7.5YR 3/2,17-Nov-16,CLETHRA,alnifolia,2016,
