Accession,Inventory,Accession Prefix,Accession Number,Name,Source Code,lbs Shipped,100-Sd (g),Est Seed,Divisor,NCGRP,-20°C,4°C,Seeds/Lb,Species Code,Common Name,Genus,Species,label ss,Taxon,SubSpecies,label var,Variety,NAME,GENUS,SPECIES,FAMILY,ABBREV_NAME,COLL_DT,COLL_YR,ACC_NUM,COLL_NUM,COLL_ID,SECONDARY_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,KEYWORD,MISC,SECOND_COLL_DT,DATE_AS_GIVEN,CREATED_BY,ACC_DT,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,ASSOCIATED_TAXA_FULL,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,GEOLOGY,SOIL_TYPE,DESCRIPTION,PSOURCE_FULL,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8,USER9,USER10
W6 55528,W6 55528 2018o SD,W6,55528,CP3-14,ASLE8-SOS-CP3-14-IRON-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,208839,ASLE8,freckled milkvetch,Astragalus,lentiginosus,,Astragalus lentiginosus,,,,Astragalus lentiginosus,ASTRAGALUS,lentiginosus,FABACEAE,ASLE8,11-Jun-17,2017,CP3-14,14,CP3,Ogburn 17.009,,"JBG, ANM, BMW",US,20E,Colorado Plateau (Omernik),Utah,Iron,BLM area,Parowan Gap,"From Cedar City, UT drive North on Hwy 130 to Parowan Gap Road. Site begins on both sides of 130 about 500 yards n. OF Parowan Gap Road.","37°55' 32.47"" N","113°1' 46.87"" W",37.92568,-113.02968,GPS,NAD83,5624,FT,BLM,,,,,WEB,10-Nov-17,140 plants sampled,200,1,B,Linum lewisii:Sphaeralcea parvifolia:Artemisia nova,Flat,0,,Sagebrush Basins and Slopes,Sandstone,Sand,"Purple flowers, red stems. Inflated, beaked legume pod with groove on the side. Dried pods have a papery texture and pods are dehiscent.",,Grazing,Grazed,,"R.M.Ogburn, SUU:From pressed specimen on another date:19 JUN 2017","3:23 MAY 2017:Smithsonian, SUU, Chicago Botanic Garden",,,1,5 YR 6/2,2
W6 55529,W6 55529 2018o SD,W6,55529,CP3-15,PELIS-SOS-CP3-15-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,387030,PELIS,Siler's penstemon,Penstemon,linarioides,spp.,Penstemon linarioides,sileri,,,Penstemon linarioides ssp. sileri,PENSTEMON,linarioides,SCROPHULARIACEAE,PELIS,10-Aug-17,2017,CP3-15,15,CP3,Marabella 17.010,,"ANM, JAM",US,20E,Colorado Plateau (Omernik),Utah,Kane,Glendale Bench,Broad Hollow,"From Glendale, take Glendale Bench road for 6.8 miles. Turn North, drive 0.5 miles. Flowers are on the West and East sides of the road.","37°17' 55.04"" N","112°30' 1.22"" W",37.29862,-112.50033,GPS,NAD83,6329,FT,BLM,,,16-Aug-17,,WEB,10-Nov-17,125 plants sampled,290,1,P,Ipomopsis aggregata:Pinus sp.:Erigeron speciosus,Flat,0,,Colorado Plateau Semiarid Benchlands and Canyonlands,Sandstone,Clay,"Dark and light purple flowers, fused petals, low growing. Many flower heads per plant.",,Recreation,Trampled,,R.M. Ogburn:From pressed specimen on another date:15 JUN 2017,"3:13 JUN 2017:Smithsonian, SUU, Chicago Botanic Garden",,,0.5,10 YR 5/3,2
W6 55530,W6 55530 2018o SD,W6,55530,CP3-19,PEPA6-SOS-CP3-19-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,396711,PEPA6,thickleaf beardtongue,Penstemon,pachyphyllus,,Penstemon pachyphyllus,,,,Penstemon pachyphyllus,PENSTEMON,pachyphyllus,SCROPHULARIACEAE,PEPA6,15-Aug-17,2017,CP3-19,19,CP3,Mesick-17.006,,"ANM, JGB, RMO, JAM",US,20E,Colorado Plateau (Omernik),Utah,Kane,Farm Canyon,Yellowjacket,"From 300 W 300 N in Kanab, drive 6.97 miles north on US-89. Turn left (W) on Hancock road and drive 7.8 miles. Plants are in forested area on South side of road.","37°5' 2.15"" N","112°40' 36.78"" W",37.08393,-112.67688,GPS,NAD83,6336,FT,BLM,,,16-Aug-17,"08/17/17, 08/18/17",WEB,13-Nov-17,230 plants sampled,500,1.5,P,Penstemon comarrhenus:Penstemon laevis:Juniperus sp.:Tradescantia sp.,Flat,,,Colorado Plateau Semiarid Benchlands and Canyonlands,Sandstone,Sand,"The flowers are blue to violet, sometimes purple to lavender. With a densely bearded staminode. The flower has fused petals and has four anther-bearing (fertile) stamen.",,Grazing,Grazed,,"R.M. Ogburn, SUU:From pressed specimen on another date:15 JUN 2017","3:13 JUN 2017:SUU, Smithsonian, Chicago Botanic Garden",,,2.5,5 YR 6/4,2
W6 55531,W6 55531 2018o SD,W6,55531,CP3-26,ASHA2-SOS-CP3-26-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,232639,ASHA2,Hall's milkvetch,Astragalus,hallii,,Astragalus hallii,,,,Astragalus hallii,ASTRAGALUS,hallii,FABACEAE,ASHA2,5-Jul-17,2017,CP3-26,26,CP3,Marabella 17.019,,"ANM, JAM",US,20E,Colorado Plateau (Omernik),Utah,Kane,Glendale Bench,Mill Creek,"From 300 N Main Street in Glendale, drive 7.72 miles East on CR-1870. Continue 7.26 miles East on CR-1854 turn left (NE) on Skutumpah Road, and drive 7.32 miles. Turn left (N) onto Adams Wash and drive 0.22 miles. Plants are on East side of road, up hill.","37°19' 9.19"" N","112°16' 50.17"" W",37.31921,-112.2806,GPS,NAD83,6509,FT,BLM,,,12-Jul-17,8/9/2017,WEB,13-Nov-17,110 plants sampled,310,1,B,Bromus tectorum:Artemisia tridentata:Juniperus sp.,Slope,5.3,NE,Colorado Plateau Semiarid Benchlands and Canyonlands,Sandstone,"Clay, Sand","A reddish-purple calyx with five lobed flower of purple, lavender or blue in color, with white patches. Two wing petals narrow, oblong in shape.",,Grazing,Trampled:Mechanical,,"R.M. Ogburn, SUU:From pressed specimen on another date:19 JUN 2017","3:16 JUN 2017:Smithsonian, SUU, Chicago Botanic Garden",,,0.5,7.5 YR 5/4,2
W6 55532,W6 55532 2018o SD,W6,55532,CP3-30,SPPA2-SOS-CP3-30-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,538717,SPPA2,small-leaf globemallow,Sphaeralcea,parvifolia,,Sphaeralcea parvifolia,,,,Sphaeralcea parvifolia,SPHAERALCEA,parvifolia,MALVACEAE,SPPA2,27-Jun-17,2017,CP3-30,30,CP3,Mesick 17-010,,"JAM, RMO, JBG, ANM",US,20E,Colorado Plateau (Omernik),Utah,Kane,Yellowjacket,Clay Flat,"From 300 W, 300 N in Kanab, UT, drive 12.38 miles North on US-89. Turn left (S) onto a side road and drive .18 miles. Turn left (S) onto Sand Dunes Road and drive 1.90 miles. Turn right (W) onto a dirt road and drive .3 miles until you reach a fork in the road, follow the left fork and drive .44 miles. Plants are on the West side of the dirt road.","37°9' 37.15"" N","112°40' 43.98"" W",37.16031,-112.67888,GPS,NAD83,5525,FT,BLM,,,3-Jul-17,,WEB,10-Nov-17,353 plants sampled,2000,3,P,Artemisia tridentata:Artemisia pygmaea:Descurainia pinnata:Marrubium vulgare,Flat,0,,Colorado Plateau Semiarid Benchlands and Canyonlands,Sandstone,"Clay, Sand",Weakly woody subshrub with 1 to many stems from base; vibrant orange petals; plants growing in dense field,,Grazing,Grazed,,"R.M. Ogburn, SUU:In Field:22 JUN 2017","3:22 JUN 2017:Smithsonian, SUU, Chicago Botanic Garden",,,1.5,5 YR 6/4,2
W6 55533,W6 55533 2018o SD,W6,55533,CP3-32,PEPA6-SOS-CP3-32-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,572149,PEPA6,thickleaf beardtongue,Penstemon,pachyphyllus,,Penstemon pachyphyllus,,,,Penstemon palmeri,PENSTEMON,palmeri,SCROPHULARIACEAE,PEPA8,31-Aug-17,2017,CP3-32,32,CP3,Marabella 17.022,,"ANM, JAM",US,20E,Colorado Plateau (Omernik),Utah,Kane,Yellowjacket,Kinni kinnic Springs,"From 300 W 300 N in Kanab, drive 6.97 miles N on US-89. Turn left (W) on Hancock road. Drive 3.05 miles. Plants are on both sides of the road.","37°7' 19.85"" N","112°36' 37.09"" W",37.12218,-112.6103,GPS,NAD83,5828,FT,BLM,,,1-Sep-17,9/7/2017,WEB,13-Nov-17,80 plants sampled,120,1,P,Artemisia tridentata:Ephedra sp.:Agropyron cristatum:Sphaeralcea sp.,Slope,8,SE,Colorado Plateau Semiarid Benchlands and Canyonlands,Sandstone,Sand,"Leaves opposite, fused at base, serrated edges. Leaves mostly basal, plants with multiple long stems. Flowers light pink to white.",,Grazing,Grazed:Seeded:Trampled:Masticated,,"R.M. Ogburn, SUU:From pressed specimen on another date:29 JUN 2017","3:27 JUN 2017:SUU, Smithsonian, Chicago Botanic Garden",,,4,5 YR 5/6,2
W6 55534,W6 55534 2018o SD,W6,55534,CP3-36,DASE3-SOS-CP3-36-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,175602,DASE3,Searls' prairie clover,Dalea,searlsiae,,Dalea searlsiae,,,,Dalea searlsiae,DALEA,searlsiae,FABACEAE,DASE3,18-Aug-17,2017,CP3-36,36,CP3,Marabella 17.024,,"ANM, JGB, RMO, BMW",US,20E,Colorado Plateau (Omernik),Utah,Kane,Glendale Bench,Bald Knoll,"From 300 N Main Street, Glendale. Drive 7.72 miles E on CR-1870. Continue 1.54 miles E on CR-1854. Turn left (N) onto Black Knoll road and drive 0.54 miles. Turn Right (E) onto Bald Knoll road and drive 1.6 miles. Plants are on E side of road up the hill.","37°18' 7.52"" N","112°24' 9.31"" W",37.30208,-112.40258,GPS,NAD83,6435,FT,BLM,,,,,WEB,13-Nov-17,53 plants sampled,75,1,P,Artemisia tridentata:Quercus gambelii:Penstemon linarioides:Penstemon linarioides ssp. sileri:Cirsium sp.:Cirsium sp.,Slight hill,3.1,W,Colorado Plateau Semiarid Benchlands and Canyonlands,Sandstone,Clay,"Corolla magenta, anthers yellow",,Grazing,Grazed,,"R.M. Ogburn, SUU:In Field:05 JUL 2017","3:05 JUL 2017:SUU. Smithsonian, Chicago Botanic Garden",,,2,7.5 YR 4/1,2
W6 55535,W6 55535 2018o SD,W6,55535,CP3-48,CLLU2-SOS-CP3-48-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,101069,CLLU2,yellow spiderflower (yellow bee plant),Cleome,lutea,,Cleome lutea,,,,Cleome lutea,CLEOME,lutea,CAPPARACEAE,CLLU2,28-Sep-17,2017,CP3-48,48,CP3,Mesick- 17.015,,"ANM, JAM, RMO,",US,20E,Colorado Plateau (Omernik),Utah,Kane,Chris Spring,Coral Pink Sand Dunes,"Start in Kanab, UT. Drive NW on US-89 for 7.67 miles. Turn left on Hancock road, drive 9.4 miles. Turn left on Sand Dunes Road. Drive 3.75 miles. Destination will be on the right hand side.","37°2' 7.67"" N","112°44' 25.25"" W",37.03546,-112.74034,GPS,NAD83,5877,FT,BLM,,,,,WEB,13-Nov-17,60 plants sampled,75,1,P,Salsola tragus:Ambrosia ambrosioides:Juniperus osteosperma,Flat,0,,Colorado Plateau Semiarid Benchlands and Canyonlands,"Sandstone, clay, silt",Sand,"Bright yellow flowers, green pods.",,Recreation,Flooded,,R.M. Ogburn:In Field:13 JUL 2017,"3:13 JUL 2017:SUU, Smithsonian, Chicago Botanic Garden",,,5,5 YR 7/4,2
W6 55536,W6 55536 2018o SD,W6,55536,CP3-51,BOGR2-SOS-CP3-51,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,1564137,BOGR2,blue grama,Bouteloua,gracilis,,Bouteloua gracilis,,,,Bouteloua gracilis,BOUTELOUA,gracilis,POACEAE,BOGR2,4-Oct-17,2017,CP3-51,51,CP3,Marabella 17.034,,"ANM, JAM, SF",US,20E,Colorado Plateau (Omernik),Utah,Kane,Farm Canyon,Coral Pink Sand Dunes,"From Kanab, UT, drive NW on US-89 for 7.67 miles. Turn left on Hancock road. Drive 6.08 miles. Location is on left side of road","37°5' 44.11"" N","112°39' 0.4"" W",37.09558,-112.65011,GPS,NAD83,6071,FT,BLM,,,6-Oct-17,10/12/2017,WEB,13-Nov-17,50 plants sampled,100,1,P,Artemisia tridentata:Juniperus sp.:Tradescantia occidentalis:Opuntia sp.:Ephedra sp.,Flat,0,,Sand Deserts,Sandstone,Sand,"Seeds green-red, when immature, downward facing. Mature seeds, upward facing. Plants growing in small clumps.",,Wilderness Study Area,Trampled,,"R.M. Ogburn, SUU:From pressed specimen on another date:15 AUG 2017","3:08 AUG 2017:SUU, Smithsonian, Chicago Botanic Garden",,,0.5,5 YR 6/6,2
W6 55537,W6 55537 2018o SD,W6,55537,CP3-54,BPGR2-SOS-CP3-54-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,1080000,BOGR2,blue grama,Bouteloua,gracilis,,Bouteloua gracilis,,,,Bouteloua gracilis,BOUTELOUA,gracilis,POACEAE,BOGR2,4-Oct-17,2017,CP3-54,54,CP3,Mesick 17.016,,"ANM, RMO, JAM, SF",US,20E,Colorado Plateau (Omernik),Utah,Kane,Farm Canyon,Coral Pink Sand Dunes,"From Kanab, UT. Drive NW on US-89 for 7.67 miles. Turn left on Hancock road, drive 7.79 miles. Location is on the right hand side of the road.","37°5' 2.71"" N","112°40' 36.83"" W",37.08408,-112.67689,GPS,NAD83,6338,FT,BLM,,,6-Oct-17,10/12/2017,WEB,13-Nov-17,70 plants sampled,130,1.5,P,Juniperus osteosperma:Pinus ponderosa:Melilotus officinalis:Tradescantia sp.:Muhlenbergia sp.:Achnatherum hymenoides,Flat,0,,Semiarid Benchlands and Canyonlands,Sandstone,Sand,"Past years leaves are grey, curled. Seeds purple, downward facing when immature, curled upward on drying.",,Wilderness Study Area,Grazed,,"R.M. Ogburn, SUU:In Field:15 AUG 2017","3:15 AUG 2017:SUU, Smithsonian, Chicago Botanic Garden",,,1,5 YR 6/6,2
W6 55538,W6 55538 2018o SD,W6,55538,CP3-55,OEPA-SOS-CP3-55-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,1890000,OEPA,pale evening primrose,Oenothera,pallida,,Oenothera pallida,,,,Oenothera pallida,OENOTHERA,pallida,ONAGRACEAE,OEPA,8-Sep-17,2017,CP3-55,55,CP3,Marabella-17.037,,"RMO, AMO, JAM, SF",US,20E,Colorado Plateau (Omernik),Utah,Kane,Farm Canyon,Coral Pink Sand Dunes,"From Kanab, UT. Drive NW on US-89 for 7.67 miles. Turn left on Hancock road. Drive 7.79 miles. Location is on the right hand side of the road.","37°5' 3.70"" N","112°40' 40.81"" W",37.08436,-112.678,GPS,NAD83,6351,FT,BLM,,,14-Sep-17,,WEB,13-Nov-17,65 plants sampled,110,1.5,P,Artemisia tridentata:Bouteloua gracilis:Yucca sp.:Linum sp.:Tradescantia sp.:Sphaeralcea sp.:Opuntia sp.,Flat,0,,Semiarid Benchlands and Canyonlands,Sandstone,Sand,"Petals white with strong ridge. Stamens, style, and stigma, yellow. Plant rhizomatous growing in clumps.",,Recreation,Grazed,,"R.M. Ogburn, SUU:In Field:15 AUG 2017","3:15 AUG 2017:SUU, Smithsonian, Chicago Botanic Garden",,,0.5,5 YR 6/6,2
W6 55539,W6 55539 2018o SD,W6,55539,CP3-58,CLSE-SOS-CP3-58-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,73900,CLSE,Rocky Mountain beeplant,Cleome,serrulata,,Cleome serrulata,,,,Cleome serrulata,CLEOME,serrulata,CAPPARACEAE,CLSE,14-Sep-17,2017,CP3-58,58,CP3,Mesick 17.017,,"ANM, JAM, SF, JBG, BMW",US,20E,Colorado Plateau (Omernik),Utah,Kane,Lower Hog Canyon,Lower Hog Canyon,"From 300 W 300 N in Kanab, drive 1.24 miles North on US-89. Turn right (E) on to a dirt road and drive 0.35 miles. Plants are on both side of road.","37°4' 6.98"" N","112°32' 4.17"" W",37.0686,-112.53449,GPS,NAD83,5019,FT,BLM,,,28-Sep-17,10/6/2017,WEB,14-Nov-17,95 plants sampled,125,1.5,P,Bromus tectorum:Salsola tragus:Cleome lutea:Sisymbrium altissimum:Sphaeralcea parvifolia:Kochia scoparia,Flat,0,,Escarpments,Sandstone,Sand,"The flowers are reddish purple with four petals and six long stamen. The leaves are trifolate, diminutive teeth with three slender leaflets each 1-7 cm long.",,Recreation,None,,"R.M. Ogburn, SUU:From pressed specimen on another date:15 SEP 2017","3:22 AUG 2017:SUU, Smithsonian, Chicago Botanic Garden",,,5,2.5 YR 5/8,2
W6 55540,W6 55540 2018o SD,W6,55540,CP3-59,MATA2-SOS-CP3-59-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,513122,MATA2,tanseyleaf tansyaster,Machaeranthera,tanacetifolia,,Machaeranthera tanacetifolia,,,,Machaeranthera tanacetifolia,MACHAERANTHERA,tanacetifolia,ASTERACEAE,MATA2,28-Sep-17,2017,CP3-59,59,CP3,Mesick 17.018,,"ANM, JAM, SF",US,20E,Colorado Plateau (Omernik),Utah,Kane,Lower Hog Canyon,Lower Hog Canyon,"From 300 W. 300 N. in Kanab, drive 1.24 miles N on US-89. Turn right (E) on a dirt road and drive 0.35 miles. Plants are on both sides of the road.","37°4' 6.01"" N","112°32' 7.72"" W",37.06833,-112.53547,GPS,NAD83,5009,FT,BLM,,,6-Oct-17,,WEB,14-Nov-17,100 plants sampled,150,1,P,Bromus tectorum:Cleome lutea:Cleome serrulata:Salsola tragus:Sphaeralcea parvifolia:Sisymbrium altissimum,Flat,0,,Escaprments,Sandstone,Sand,"Numerous lavender rays surrounding a yellow center. Stems densely covered with sharp pointed, deeply cut leaves. Plants appear clump like",,Recreation,None,,"R.M. Ogburn, SUU:From pressed specimen on another date:25 SEP 2017","3:22 AUG 2017:SUU, Smithsonian, Chicago Botanic Garden",,,1,2.5 YR 5/8,2
W6 55541,W6 55541 2018o SD,W6,55541,CP3-9,CLLU2-SOS-CP3-9-KANE-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,93990,CLLU2,yellow spiderflower (yellow bee plant),Cleome,lutea,,Cleome lutea,,,,Cleome lutea,CLEOME,lutea,CAPPARACEAE,CLLU2,8-Aug-17,2017,CP3-9,9,CP3,Mesick 17-004,,"ANM, JAM",US,20E,Colorado Plateau (Omernik),Utah,Kane,Lower Hog Canyon,Lower Hog Canyon,"From 300 W 300 N in Kanab, drive 1.24 miles North on US-89. Turn right (E) onto a dirt road and drive 0.35 miles. Plants are on both sides of the road.","37°4' 10.69"" N","112°31' 56.68"" W",37.06963,-112.53241,GPS,NAD83,5039,FT,State of Utah,,,9-Aug-17,"08/31, 09/14, 08/28, 10/06",WEB,29-Nov-17,100 plants sampled,160,2,P,Bromus tectorum:Sphaeralcea parvifolia:Machaeranthera tanacetifolia,Flat,0,,Colorado Plateau Escarpments,Sandstone,Sand,"Bright yellow flowers, four petals, four sepals, 6 stamen and the fruit is two-valved silique. Stamen are long and exerted from the flower.",,Recreation,None,,"R.M. Ogburn, SUU:From pressed specimen on another date:15 JUN 2017","3:15 JUN 2017:Smithsonian, SUU, Chicago Botanic Garden",,,3,2.5 YR 6/6,1
W6 55542,W6 55542 2018o SD,W6,55542,NM030-85,CHST-SOS-NM030-85-HIDALGO-17,0.011,0.0358,13937,3,1.6,1.7,1.8,1263509,CHST,Esteve's pincushion,Chaenactis,stevioides,,Chaenactis stevioides,,,,Chaenactis stevioides,CHAENACTIS,stevioides,ASTERACEAE,CHST,18-Apr-17,2017,NM030-85,85,NM030,1567,,P.J. Alexander,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Hidalgo,Gila Lower Box,,North of Lordsburg on the south side of the Gila River between Box Canyon and White Rock Canyon.,"32°37' 54.2"" N","108°51' 16.1"" W",32.63172,-108.85447,GPS,NAD83,3980,FT,BLM,,,,,WEB,7-Feb-18,1000 plants sampled,100000,2,P,Dichelostemma capitatum:Gutierrezia microcephala:Rafinesquia neomexicana:Cryptantha crassisepala:Lepidium lasiocarpum:Sisymbrium irio:Cylindropuntia spinosior:Lupinus brevicaulis:Prosopis glandulosa:Erodium cicutarium:Sphaeralcea sp.:Eschscholzia californica ssp. mexicana:Aristida adscensionis:Bouteloua aristidoides:Bouteloua barbata:Bromus rubens:Eriastrum diffusum:Chamaesaracha coronopus,Terrace (tread),3,NW,Ecological Site: Loamy Upland (R041XA001NM); mesquite shrubland.,"Gila Formation (conglomerate, clasts primarily extrusive igneous)",: loamy s,,,grazing,,,P.J. Alexander (BLM-LCDO):In Field:18 APR 2017,3:18 APR 2017:Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO)û,,,1,wet: 7.5YR 3/2; dry: 7.5YR 5/2,2
W6 55543,W6 55543 2018o SD,W6,55543,NM030-86,PLPA2-SOS-NM030-86-DONAANA-17,0.025,0.0953,11899,3,3.7,3.7,3.8,475471,PLPA2,woolly plantain,Plantago,patagonica,,Plantago patagonica,,,,Plantago patagonica,PLANTAGO,patagonica,PLANTAGINACEAE,PLPA2,19-Apr-17,2017,NM030-86,86,NM030,1568,,"P.J. Alexander, C.M. Hitsman, L.J. Price, & A. Sengsirirak",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Dona Ana,"Allotment 15009, Bishop's Cap",,"Southwestern base of the Organ Mountains, about 1 mile east-northeast of PeÃ±a Blanca and 0.3 miles west of the Fort Bliss boundary on the north side of the road to Long Canyon.","32°13' 32.3"" N","106°35' 13.1"" W",32.22563,-106.58697,GPS,NAD83,4790,FT,BLM,,,,,WEB,7-Feb-18,3000 plants sampled,"50,000",2,P,Chenopodium sp.:Yucca baccata:Bahia pedata:Flourensia cernua:Heliomeris longifolia var. annua:Parthenium incanum:Stephanomeria exigua:Cryptantha crassisepala:Descurainia pinnata:Lepidium lasiocarpum:Echinomastus intertextus:Opuntia phaeacantha:Ephedra trifurca:Dalea pogonathera:Senna bauhinioides:Krameria erecta:Hibiscus denudatus:Ammocodon chenopodioides:Allionia incarnata:Aristida purpurea:Bouteloua barbata:Bouteloua eriopoda:Digitaria californica:Muhlenbergia porteri:Panicum hirticaule:Tridens muticus:Eriogonum abertianum,Alluvial fan,3,SW,Ecological site: Gravelly Loam (R042XB035NM),"Quaternary alluvium, derived primarily from rhyolite and welded ash-flow tuff.",: loam,,,"grazing, recreation",,,P.J. Alexander:In Field:19 APR 2017,3:19 APR 2017:Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO)û,,,0.5,wet: 7.5YR 3/4; dry: 7.5YR 5/4,2
W6 55544,W6 55544 2018o SD,W6,55544,NM030-87,ESCAM-SOS-NM030-87-DONAANA-17,0.0141,0.0568,11260,3,2.1,2.1,2.2,798029,ESCAM,California poppy,Eschscholzia,californica,spp.,Eschscholzia californica,mexicana,,,Eschscholzia californica ssp. mexicana,ESCHSCHOLZIA,californica,PAPAVERACEAE,ESCAM,19-Apr-17,2017,NM030-87,87,NM030,1569,,"P.HJ. Alexander, C.M. Hitsman, L.J. Price, & A. Sengsirirak",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Dona Ana,"Allotment 15013, Baylor Canyon",,"Northwestern bajada of the Organ Mountains on the east side of Baylor Canyon Rd., 1 mile south of the Baylor Canyon Trail parking lot and 2.2 miles west-northwest of Rabbit Ears.","32°22' 36.4"" N","106°36' 48.8"" W",32.37677,-106.61355,GPS,NAD83,4870,FT,BLM,,,,,WEB,7-Feb-18,1000 plants sampled,20000,2,P,Chenopodium sp.:Gutierrezia sphaerocephala:Malacothrix fendleri:Lepidium lasiocarpum:Ephedra trifurca:Astragalus allochrous:Prosopis glandulosa:Senna bauhinioides:Aristida adscensionis:Bouteloua aristidoides:Bouteloua barbata:Dasyochloa pulchella:Muhlenbergia porteri:Eriogonum abertianum:Solanum elaeagnifolium,Alluvial fan,3,W,Ecological site: Gravelly Loam (R042XB035NM),Quaternary alluvium (derived primarily from quartz monzonite).,: sandy loam,,,grazing and recreation,,,P.J. Alexander:In Field:19 APR 2017,3:19 APR 2017:Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO),,,1,wet: 7.5YR 3/3; dry: 7.5YR 4/3,2
