Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR
'SOS-AZ930-393,SPWR2-SOS-AZ930-393-SANTA CRUZ-18,0.0078,1561983,0.029,SPWR2,big sacaton,Sporobolus,wrightii,,,,,Sporobolus wrightii,POACEAE,SPWR2,4-Oct-18,AZ930-393,393,AZ930,,"Perin McNelis, Travis Gerckens, Andrew Botz, Alyssa Navarette, Zach Farley",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Las Cienegas NCA,,"Population accessible from main road at south entrance intersection with Hwy 82, near Cienega Creek and on nearby flats and ridgelines.","31°43' 37.8"" N","110°35' 10.6"" W",31.72716,-110.58627,GPS,NAD83,4574,FT,BLM,Bouteloua curtipendula:Prosopis velutina:Aristida ternipes:Panicum obtusum:Eragrostis lehmanniana:Xanthium strumarium,Grazed,"Limy Upland, Loamy Bottom, Flood plains",0-10,,Semidesert Grassland-Shrubland; Rangeland,Grazing,"Bernardino-Tombstone association, 5 to 16 percent slopes",Sand : Loam,280 plants sampled,"1,000+",3,P,,,Perin McNelis:In Field:03 OCT 2018,"3:03 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,,,WEB,6,5YR 5/2,22-Nov-18,SPOROBOLUS,wrightii,2018
'SOS-AZ930-394,BOGR2-SOS-AZ930-394-SANTA CRUZ-18,0.036,800847,0.0566,BOGR2,blue grama,Bouteloua,gracilis,,,,,Bouteloua gracilis,POACEAE,BOGR2,3-Oct-18,AZ930-394,394,AZ930,,"Perin McNelis, Travis Gerckens, Andrew Botz, Alyssa Navarette, Zach Farley",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Las Cienegas NCA,,"Population accessible from main road at south entrance intersection with Hwy 82, near Cienega Creek and on nearby flats and ridgelines.","31°43' 26.2"" N","110°34' 52.8"" W",31.72394,-110.58133,GPS,NAD83,4671,FT,BLM,Bouteloua curtipendula:Pleuraphis mutica:Prosopis velutina:Aristida ternipes:Eragrostis lehmanniana:Xanthium strumarium:Panicum obtusum,Grazed,"Limy Upland, Loamy Bottom",0-10,,Semidesert Grassland-Shrubland; Rangeland,Grazing,"Bernardino-Tombstone association, 5 to 16 percent slopes",Silt : Loam,95 plants sampled,500+,1.5,P,,,Perin McNelis:In Field:03 OCT 2018,"3:03 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,,,WEB,2,5YR 5/2,22-Nov-18,BOUTELOUA,gracilis,2018
'SOS-AZ930-395,BOHI2-SOS-AZ930-395-SANTA CRUZ-18,0.032,941078,0.0481,BOHI2,hairy grama,Bouteloua,hirsuta,,,,,Bouteloua hirsuta,POACEAE,BOHI2,4-Oct-18,AZ930-395,395,AZ930,,"Perin McNelis, Travis Gerckens, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Las Cienegas NCA,,"Population accessible from main road at south entrance intersection with Hwy 82, near Cienega Creek and on nearby flats and ridgelines.","31°43' 26.2"" N","110°34' 52.8"" W",31.72394,-110.58133,GPS,NAD83,4671,FT,BLM,Bouteloua curtipendula:Pleuraphis mutica:Prosopis velutina:Aristida ternipes:Eragrostis lehmanniana:Xanthium strumarium:Panicum obtusum,Grazed,"Limy Upland, Loamy Bottom",0-10,,Semidesert Grassland-Shrubland; Rangeland,Grazing,"Bernardino-Tombstone association, 5 to 16 percent slopes","Silt, Other : Loam",65 plants sampled,190,2,P,,,Perin McNelis:In Field:04 OCT 2018,"3:04 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,,,WEB,1,10/4/2018,22-Nov-18,BOUTELOUA,hirsuta,2018
'SOS-AZ930-396,ARTE3-SOS-AZ930-396-SANTA CRUZ-18,0.016,532394,0.0851,ARTE3,spidergrass,Aristida,ternipes,,,,,Aristida ternipes,POACEAE,ARTE3,4-Oct-18,AZ930-396,396,AZ930,,"Allegra Mount, Alyssa Navarette, Andrew Botz, Aishah Lurry, Zach Farley",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Santa Rita Mountains,Temporal Canyon Ridgetop,0.25 mi from USFS boundary on hillslopes adjacent to Temporal Road. Coronado National Forest.,"31°34' 35.8"" N","110°45' 50"" W",31.57661,-110.76388,GPS,NAD83,4460,FT,USFS,Bouteloua curtipendula:Prosopis velutina:Xanthium strumarium:Eragrostis lehmanniana:Panicum obtusum:Aristida ternipes,Grazed,Limy Upland,,"SE, S, SW",Semidesert Grassland-Shrubland; Rangeland,Grazing,"Caralampi gravelly sandy loam, 10 to 40 percent slopes","Sand, Other : Loam",100 plants sampled,500+,4,P,,,Allegra Mount:In Field:08 OCT 2018,"3:08 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,2,7.5YR 4/2,22-Nov-18,ARISTIDA,ternipes,2018
'SOS-AZ930-397,BOCU-SOS-AZ930-397-SANTA CRUZ-18,0.117,169253,0.2679,BOCU,sideoats grama,Bouteloua,curtipendula,,,,,Bouteloua curtipendula,POACEAE,BOCU,8-Oct-18,AZ930-397,397,AZ930,,"Allegra Mount, Alyssa Navarette, Aishah Lurry, Andrew Botz, Zach Farley",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Santa Rita Mountains,Temporal Canyon Ridgetops,0.25 mi from USFS boundary on hillslopes adjacent to Temporal Road. Coronado National Forest.,"31°34' 35.8"" N","110°45' 50"" W",31.57661,-110.76388,GPS,NAD83,4460,FT,USFS,Bouteloua curtipendula:Pleuraphis mutica:Aristida ternipes:Xanthium strumarium:Prosopis velutina:Panicum obtusum:Eragrostis lehmanniana,Grazed,Limy Upland,Oct-40,,Semidesert Grassland-Shrubland; Rangeland,"Grazing, Recreation","Caralampi gravelly sandy loam, 10 to 40 percent slopes","Sand, Other : Loam",400 plants sampled,1500+,5,P,,,Allegra Mount:In Field:08 OCT 2018,"3:08 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,LJP,1.5,7.5YR 4/2,29-Jan-19,BOUTELOUA,curtipendula,2018
'SOS-AZ930-398,PAOB-SOS-AZ930-398-SANTA CRUZ-18,0.1081,120831,0.3753,PAOB,vine mesquite,Panicum,obtusum,,,,,Panicum obtusum,POACEAE,PAOB,8-Oct-18,AZ930-398,398,AZ930,,"Allegra Mount, Alyssa Navarette, Aishah Lurry, Andrew Botz, Zach Farley",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Santa Rita Mountains,Temporal Canyon Ridge,0.25 mi from USFS boundary on hillslopes adjacent to Temporal Road. Coronado National Forest.,"31°34' 35.8"" N","110°45' 50"" W",31.57661,-110.76388,GPS,NAD83,4460,FT,USFS,Bouteloua curtipendula:Pleuraphis mutica:Prosopis velutina:Eragrostis lehmanniana:Aristida ternipes:Panicum obtusum,Grazed,Limy Upland,Oct-40,"SE, S, SW",Semidesert Grassland-Shrubland; Rangeland,"Grazing, Recreation","Caralampi gravelly sandy loam, 10 to 40 percent slopes",Sand : Loam,55 plants sampled,90,2,P,,,Allegra Mount:In Field:08 OCT 2018,"3:08 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,LJP,1,7.5YR 4/2,29-Jan-19,PANICUM,obtusum,2018
'SOS-AZ930-399,ISTE2-SOS-AZ9930-399-SANTA CRUZ-18,0.0168,776712,0.0583,ISTE2,burroweed,Isocoma,tenuisecta,,,,,Isocoma tenuisecta,ASTERACEAE,ISTE2,15-Oct-18,AZ930-399,399,AZ930,,"Allegra Mount, Perin McNelis, Aishah Lurry, Zach Farley, Andrew Botz, Alyssa Navarette",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Santa Rita Mountains,Smith Canyon,"On private land maintained as a wildlife sanctuary. 0.55 miles from Highway 82, occuring on ridgelines, hillsides and in lowlands. Occurs in scattered patches. Accessible from Tanglehead Lane and Brooks Road.","31°34' 22.2"" N","110°44' 13.5"" W",31.57283,-110.73708,GPS,NAD83,4291,FT,Private,Bouteloua curtipendula:Hilaria belangeri:Prosopis velutina:Bouteloua eriopoda:Yucca baccata:Bouteloua gracilis,,Loamy Bottom,,"SE, S, SW",Semidesert Grassland-Shrubland,Wildlife Preserve,"Caralampi gravelly sandy loam, 10 to 60 percent slopes, eroded",Silt : Loam,78 plants sampled,250,0.5,P,,,Allegra Mount:In Field:15 OCT 2018,"3:15 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,2.5,7.5YR 4/2,22-Nov-18,ISOCOMA,tenuisecta,2018
'SOS-AZ930-400,BOER4-SOS-AZ930-400-SANTA CRUZ-18,0.0017,1651857,0.0274,BOER4,black grama,Bouteloua,eriopoda,,,,,Bouteloua eriopoda,POACEAE,BOER4,15-Oct-18,AZ930-400,400,AZ930,,"Allegra Mount, Perin McNelis, Aishah Lurry, Zach Farley, Andrew Botz, Alyssa Navarette",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Santa Rita Mountains,Steven's Canyon,"On private land maintained as a wildlife sanctuary. 0.55 miles from Highway 82, occuring on ridgelines, hillsides and in lowlands. Occurs in scattered patches. Accessible from Tanglehead Lane and Brooks Road.","31°34' 22.2"" N","110°44' 13.5"" W",31.57283,-110.73708,GPS,NAD83,4291,FT,Private,Bouteloua curtipendula:Hilaria belangeri:Prosopis velutina:Yucca baccata:Isocoma tenuisecta:Bouteloua gracilis,,"Loamy Bottom, Limy Upland",,"E, SE, S, SW",Semidesert Grassland-Shrubland,Wildlife Preserve,"Caralampi gravelly sandy loam, 10 to 60 percent slopes, eroded","Silt, Sand, Other : Loam",128 plants sampled,150,1.5,P,Spreading grass,,Allegra Mount:In Field:15 OCT 2018,"3:15 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,LJP,1,7.5YR 4/2,14-Jan-19,BOUTELOUA,eriopoda,2018
'SOS-AZ930-401,PODO3-SOS-AZ930-401-SANTA CRUZ-18,0.0705,164861,0.2751,PODO3,redwhisker clammyweed,Polanisia,dodecandra,,,,,Polanisia dodecandra,CAPPARACEAE,PODO3,15-Oct-18,AZ930-401,401,AZ930,,"Allegra Mount, Perin McNelis, Aishah Lurry, Zach Farley, Andrew Botz, Alyssa Navarette",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Santa Rita Mountains,Smith Canyon,"On private land maintained as a wildlife sanctuary. 0.85 miles from Highway 82, occuring in sandy, ephemerally flooded drainages. Accessible from Tanglehead Lane and Brooks Road.","31°34' 42.4"" N","110°44' 6.1"" W",31.57844,-110.73502,,,4286,FT,Private,Bouteloua curtipendula:Prosopis velutina:Panicum obtusum:Bouteloua gracilis:Pseudognaphalium leucocephalum:Kallstroemia grandiflora,Flooded,Flood plains,0-10,,Drainage in semidesert grassland/shrubland,Wildlife Preserve,"Comoro soils, 0-5 percent slopes",Sand,60 plants sampled,75,4,P,,,Allegra Mount:In Field:15 OCT 2018,"3:15 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,4,7.5 YR 4/2,24-Nov-18,POLANISIA,dodecandra,2018
'SOS-AZ930-402,BOHIH2-SOS-AZ930-402-SANTA CRUZ-18,0.025,986086,0.0459,BOHI2,hairy grama,Bouteloua,hirsuta,,,,,Bouteloua hirsuta,POACEAE,BOHI2,16-Oct-18,AZ930-402,402,AZ930,,"Andrew Botz, Allegra Mount, Alyssa Navarette, Zach Farley, Aishah Lurry",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Santa Rita Mountains,Temporal Canyon Ridgetops,Near USFS boundary on hilltops and slopes adjacent to Temporal Road. Coronado National Forest.,"31°34' 14.6"" N","110°45' 36.8"" W",31.57072,-110.76022,GPS,,4481,FT,USFS,Bouteloua curtipendula:Aristida ternipes:Panicum obtusum:Leptochloa dubia:Prosopis velutina:Eragrostis lehmanniana,Grazed,Limy Upland,Oct-40,,Semidesert Grassland-Shrubland; Rangeland,Grazing,"Caralampi gravelly sandy loam, 10 to 40 percent slopes",Sand : Loam,125 plants sampled,200,0.5,P,,,Allegra Mount:In Field:16 OCT 2018,"3:16 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1,7.5YR 4/2,24-Nov-18,BOUTELOUA,hirsuta,2018
'SOS-AZ930-403,HYMO-SOS-AZ930-403-GRAHAM-18,0.0186,892913,0.0507,HYMO,singlwhorl burrorush,Hymenoclea,monogyra,,,,,Hymenoclea monogyra,ASTERACEAE,HYMO,21-Oct-18,AZ930-403,403,AZ930,,"Allegra Mount, Perin McNelis",US,79E,Madrean Archipelago (Omernik),Arizona,Graham,"BLM Klondyke, TNC Aravaipa Canyon Preserve",,"Along Aravaipa Creek on The Nature Conservancy Aravaipa Canyon Preserve, close to boundary with adjacent BLM land.","32°52' 5.5"" N","110°22' 5.4"" W",32.86819,-110.36816,GPS,NAD83,3356,FT,"BLM, TNC",Celtis reticulata:Sapindus saponaria var. drummondii:Prosopis velutina:Sporobolus wrightii:Datura wrightii:Machaeranthera asteroides var. asteroides,Grazed:Flooded,Flood plains,0-5,"N, NE, E, SE, S, SW, W, NW",Riparian Corridor,Grazing; Preserve,"Oxyaquic torrifluvents-water complex, 0 to 3 percent slopes",Sand,80 plants sampled,500+,0/5,P,,,Allegra Mount:In Field:21 OCT 2018,"3:21 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,4,7.5YR 9/2,25-Nov-18,HYMENOCLEA,monogyra,2018
'SOS-AZ930-404,MAASA2-SOS-AZ930-404-GRAHAM-18,0.0051,865648,0.0523,MAASA2,fall tansyaster,Machaeranthera,asteroides,,,var.,asteroides,Machaeranthera asteroides var. asteroides,ASTERACEAE,MAASA2,21-Oct-18,AZ930-404,404,AZ930,,"Allegra Mount, Perin McNelis",US,79E,Madrean Archipelago (Omernik),Arizona,Graham,"BLM Klondyke, TNC Aravaipa Canyon Preserve",,"Along Aravaipa Creek on The Nature Conservancy Aravaipa Canyon Preserve, close to boundary with adjacent BLM land.","32°52' 5.5"" N","110°22' 5.4"" W",32.86819,-110.36816,GPS,NAD83,3356,FT,BLM & The Nature Conservancy (TNC),Celtis reticulata:Sporobolus wrightii:Prosopis velutina:Sapindus saponaria var. drummondii:Datura wrightii,Grazed:Flooded,Flood plains,0-5,"N, NE, E, SE, S, SW, W, NW",Riparian Corridor,Preserve; Grazing,"Oxyaquic torrifluvents-water complex, 0 to 3 percent slopes",Sand,65 plants sampled,80,1.5,P,Flowers purple,,Allegra Mount:In Field:21 OCT 2018,"3:21 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1.5,7.5YR 9/2,25-Nov-18,MACHAERANTHERA,asteroides,2018
'SOS-AZ930-405,ISTE2-SOS-AZ930-405-GRAHAM-18,0.0218,820846,0.0552,ISTE2,burroweed,Isocoma,tenuisecta,,,,,Isocoma tenuisecta,ASTERACEAE,ISTE2,21-Oct-18,AZ930-405,405,AZ930,,"Allegra Mount, Perin McNelis",US,79E,Madrean Archipelago (Omernik),Arizona,Graham,"BLM Klondyke, Aravaipa Canyon",,Along Klondyke Road on BLM land.,"32°51' 40.2"" N","110°20' 58.1"" W",32.86116,-110.34947,GPS,NAD83,3407,FT,BLM,Mimosa aculeaticarpa:Phaseolus acutifolius:Clematis drummondii:Gutierrezia microcephala:Prosopis velutina:Sporobolus cryptandrus,Grazed,Flood plains,,"N, NE, E, SE, S, SW, W, NW",Semidesert Grassland-Shrubland; Rangeland,"Grazing, Rangeland","Bodecker-Combate-Tenneco complex, 0 to 5 percent slopes","Clay, Other : Loam",85 plants sampled,500+,1,P,,,Allegra Mount:In Field:21 OCT 2018,"3:21 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,,,WEB,1.5,7.5YR 9/2,25-Nov-18,ISOCOMA,tenuisecta,2018
'SOS-AZ930-406,SOVE6-SOS-AZ930-406-SANTA CRUZ-18,0.0064,3106849,0.0145,SOVE6,threenerve goldenrod,Solidago,veluntina,,,,,Solidago velutina,ASTERACEAE,SOVE6,22-Oct-18,AZ930-406,406,AZ930,,"Perin McNelis, Aishah Lurry, Zach Farley, Alyssa Navarette, Andre Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Babocomari Ranch,,Population is adjacent to main road into ranch that leads ultimately to ranch headquarters. Pass 2 cattle guards and population is 0.25 miles from gate in Sacaton bottomland.,"31°37' 45.4"" N","110°28' 0.8"" W",31.62927,-110.46688,GPS,NAD83,4556,FT,Private,Sporobolus wrightii:Yucca elata:Fraxinus velutina:Populus fremontii:Bouteloua gracilis:Bouteloua curtipendula,Grazed,Flood plains,0-5,,Sacaton Bottomland; Rangeland,Rangeland,Guest Soils,Sand : Loam,75 plants sampled,200,1,P,"Perennial forb/sub-shrub, yellow flowers.",,Allegra Mount:From pressed specimen on day of collection:25 OCT 2018,"3:22 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1-3',2.5YR 4/2,24-Nov-18,SOLIDAGO,velutina,2018
'SOS-AZ930-407,SPWR2-SOS-AZ930-407-SANTA CRUZ-18,0.0033,3444191,0.0131,SPWR2,big sacaton,Sporobolus,wrightii,,,,,Sporobolus wrightii,POACEAE,SPWR2,22-Oct-18,AZ930-407,407,AZ930,,"Perin McNelis, Aishah Lurry, Zach Farley, Alyssa Navarette, Andre Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Babocomari Ranch,,"Population is abundant and adjacent to main road into ranch that leads ultimately to ranch headquarters, occurring in a monotypic bottomland/grassland.","31°37' 45.4"" N","110°28' 0.8"" W",31.62927,-110.46688,GPS,NAD83,4556,FT,Private,Bouteloua gracilis:Solidago velutina:Populus fremontii:Yucca elata:Bouteloua curtipendula:Fragaria vesca:Fraxinus velutina,Grazed,Flood plains,0-5,,Sacaton Bottomland; Rangeland,"Grazing, Rangeland",Guest Soils,Sand : Loam,300 plants sampled,1000+,4,,,,Allegra Mount:From pressed specimen on day of collection:22 OCT 2018,"3:22 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,,,WEB,4-6',2.5YR 4/2,24-Nov-18,SPOROBOLUS,wrightii,2018
'SOS-AZ930-408,BOGR2-SOS-AZ930-408-SANTA CRUZ-18,0.025,975483,0.0464,BOGR2,blue grama,Bouteloua,gracilis,,,,,Bouteloua gracilis,POACEAE,BOGR2,22-Oct-18,AZ930-408,408,AZ930,,"Perin McNelis, Aishah Lurry, Zach Farley, Alyssa Navarette, Andre Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Babocomari Ranch,,Access Vaughn Canyon by staying right at fork from main ranch road and parking at first large drainage that you cross.,"31°37' 40"" N","110°28' 19.6"" W",31.62777,-110.47211,GPS,NAD83,4601,FT,Private,Yucca elata:Sporobolus wrightii:Machaeranthera gracilis:Eriogonum polycladon:Bouteloua curtipendula:Populus fremontii,Grazed,Flood plains,0-5,,Rangeland,"Grazing, Rangeland",Pima Soils,"Sand, Other : Loam",250 plants sampled,1000+,4,P,,,Allegra Mount:In Field:22 OCT 2018,"3:22 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,2,2.5YR 4/2,24-Nov-18,BOUTELOUA,gracilis,2018
'SOS-AZ930-409,TALE-SOS-AZ930-409-COCHISE-18,0.0184,666862,0.068,TALE,Lemmon's marigold,Tagetes,lemmonii,,,,,Tagetes lemmonii,ASTERACEAE,TALE,26-Oct-18,AZ930-409,409,AZ930,,"Perin McNelis, Matt Franz, Travis Gerckens",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,Huachuca Mountains,Cave Creek,Take Montezuma Canyon Rd. through Coronado National Memorial until you enter USFS land. Turn right at Cave Creek road/trail. Keep left at first fork then veer right after cattle pen.,"31°22' 52.5"" N","110°19' 43.6"" W",31.38125,-110.32877,GPS,NAD83,6011,FT,USFS,Quercus arizonica:Yucca madrensis:Arbutus arizonica:Hedeoma oblongifolia:Piptochaetium fimbriatum:Rhus trilobata,Grazed,"Drainageways, fans",,,Madrean Evergreen Woodland,"Recreation, Unknown grazing",Torrifluvents and haplustolls,Sand : Loam,150 plants sampled,600,4,P,Flowers yellow,,Perin McNelis:In Field:26 OCT 2018,"3:26 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1.5,5.0YR 7/10,24-Nov-18,TAGETES,lemmonii,2018
'SOS-AZ930-410,LYSE3-SOS-AZ930-410-COCHISE-18,0.0118,1482352,0.0305,LYSE3,bristly wolfstail,Lycurus,setosus,,,,,Lycurus setosus,POACEAE,LYSE3,27-Oct-18,AZ930-410,410,AZ930,,"Perin McNelis, Matt Franz, Travis Gerckens",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,Huachuca Mountains,Montezuma Canyon Rd.,Take Montezuma Canyon Rd. through Coronado National Memorial until you enter USFS land. Population is on flat oak savannah at foothills of the mountain at FS Road 4781 near Eighty Spring.,"31°21' 40.5"" N","110°18' 4.5"" W",31.36125,-110.30125,GPS,NAD83,6210,FT,USFS,Quercus arizonica:Bothriochloa barbinodis:Bouteloua hirsuta:Aristida ternipes:Rhus trilobata:Hedeoma oblongifolia,Grazed,Alluvial fans,10,,Madrean Evergreen Woodland,"Recreation, Grazing","Casto very gravelly sandy loam, 10 to 40 percent slopes","Sand, Other : Loam",500 plants sampled,1000+,2,P,,,Perin McNelis:In Field:27 OCT 2018,"3:27 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1,2.5YR 3/2,24-Nov-18,LYCURUS,setosus,2018
'SOS-AZ930-411,BOHI2-SOS-AZ930-411-SANTA CRUZ-18,0.037,818772,0.0553,BOHI2,hairy grama,Bouteloua,hirsuta,,,,,Bouteloua hirsuta,POACEAE,BOHI2,27-Oct-18,AZ930-411,411,AZ930,,"Perin McNelis, Matt Franz, Travis Gerckens",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,Huachuca Mountains,Montezuma Canyon Rd,Take Montezuma Canyon Rd. through Coronado National Memorial until you enter USFS land. Population is on flat oak savannah at foothills of the mountain. Large population.,"31°21' 52.7"" N","110°18' 44.2"" W",31.36463,-110.31227,GPS,NAD83,5853,FT,USFS,Quercus arizonica:Aristida ternipes:Lycurus setosus:Eragrostis intermedia:Rhus trilobata:Quercus oblongifolia,Grazed,Alluvial fans,20-May,SE,Madrean Evergreen Woodland,"Recreation, Grazing","Casto very gravelly sandy loam, 10 to 40 percent slopes","Sand, Other : Loam",500 plants sampled,1000+,1,P,,,Perin McNelis:In Field:27 OCT 2018,"3:27 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1,5.0YR 7/10,24-Nov-18,BOUTELOUA,hirsuta,2018
'SOS-AZ930-412,MAGR10-SOS-AZ930-412-SANTACRUZ-18,0.0062,2412765,0.0187,MAGR10,slender goldenweed,Machaeranthera,gracilis,,,,,Machaeranthera gracilis,ASTERACEAE,MAGR10,30-Oct-18,AZ930-412,412,AZ930,,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Babocomari Ranch,Vaughn Canyon,Take main ranch road to Vaughn Canyon crossing. Population is growing in the canyon drainage.,"31°37' 37.6"" N","110°30' 2.9"" W",31.62711,-110.5008,GPS,NAD83,4679,FT,Private,Sporobolus wrightii:Chrysothamnus nauseosus:Muhlenbergia sinuosa:Bouteloua curtipendula:Prosopis velutina:Bouteloua repens:Aristida adscensionis,Grazed:Flooded,Flood plains,0-5,,Drainage in Semidesert Grassland/Shrubland,Grazing,Pima Soils,"Sand, Other : Loam",120 plants sampled,500,0.3,P,"Yellow flowers, leaves toothed but not deeply toothed/lobed.",,Allegra Mount:In Field:30 OCT 2018,"3:30 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,0.25,2.5YR 4/2,24-Nov-18,MACHAERANTHERA,gracilis,2018
'SOS-AZ930-413,BOCU-SOS-AZ930-413-SANTA CRUZ-18,0.128,187794,0.2415,BOCU,sideoats grama,Bouteloua,curtipendula,,,,,Bouteloua curtipendula,POACEAE,BOCU,30-Oct-18,AZ930-413,413,AZ930,,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Babocomari Ranch,Vaughn Canyon,Take main ranch road to Vaughn Canyon crossing. Population is growing in the canyon drainage.,"31°37' 37.6"" N","110°30' 2.9"" W",31.62711,-110.5008,GPS,NAD83,4679,FT,Private,Chrysothamnus nauseosus:Bouteloua curtipendula:Muhlenbergia sinuosa:Prosopis velutina:Machaeranthera canescens:Bouteloua repens:Prosopis velutina:Aristida adscensionis:Sporobolus wrightii,Grazed,Flood plains,0-5,,Drainage in Semidesert Grassland/Shrubland,Grazing,Pima Soils,Sand : Loam,85 plants sampled,400,0.5,P,,,Allegra Mount:In Field:30 OCT 2018,"3:30 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,2.5,2.5YR 4/2,24-Nov-18,BOUTELOUA,curtipendula,2018
'SOS-AZ930-414,ERNA10-SOS-AZ930-414-SANTA CRUZ-18,0.0103,1512000,0.0299,ERNA10,rubber rabbitbrush,Ericameria,nauseosa,,,,,Ericameria nauseosa,ASTERACEAE,ERNA10,30-Oct-18,AZ930-414,414,AZ930,,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Babocomari Ranch,Vaughn Canyon,Take main ranch road to Vaughn Canyon crossing. Population is growing in the canyon drainage.,"31°37' 37.6"" N","110°30' 2.9"" W",31.62711,-110.5008,GPS,NAD83,4679,FT,Private,Sporobolus wrightii:Ericameria nauseosa:Muhlenbergia sinuosa:Bouteloua curtipendula:Machaeranthera canescens:Prosopis velutina:Aristida adscensionis:Bouteloua repens,Grazed:Flooded,Flood plains,0-5,,Drainage in Semidesert Grassland/Shrubland,Grazing,Pima Soils,Sand,110 plants sampled,1000,3,P,Flowers yellow,,Allegra Mount:In Field:30 OCT 2018,"3:30 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,6-Apr,2.5YR 4/2,24-Nov-18,ERICAMERIA,nauseosa,2018
