Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Typha latifolia,NA,NA,Wild material,NA,Wider leaves than T. angustifolia,17-Aug-15,"United States, North Carolina, Tyrell","United States, Idaho",50 plants sampled,Wild Habitat,NA,Juncus coriaceus:Mikania scandens:Typha angustifolia:Liquidambar styraciflua:Toxicodendron radicans:Morella cerifera,"Sub Unit Description :Poison Lakes NWR/ Geology Description : Roadside, Frying Pan Rd./ Locality Description: From NC-94 south, turn right onto Frying Pan Rd. Population on right after 5.2 miles.",3.3528000000000002,35.80597,-76.11375,WGS84,Lat/lon determined by GPS,"Heraty, M., Dakar, J.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0 - 2,Undefined,NA,Clay,"Silt, Other : loam",Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-237,Collector identifier,NA,JD-101,Other or unclassified name,NA,NA,2:17 AUG 2015:Smithsonian˚North Carolina University,NA,J. Dakar:In Field:17 AUG 2015,NA
NA,W6,NA,W6,NA,NA,SD,Schizachyrium scoparium,NA,NA,Wild material,NA,NA,7-Oct-16,"United States, New Hampshire, Rockingham","United States, Idaho",600 plants sampled,Wild Habitat,Mowed,Linaria vulgaris:Asclepias syriaca:Digitaria cognata:Eragrostis spectabilis:Rubus sp.:Toxicodendron radicans:Rhamnus alnifolia,"Sub Unit Description :Great Bay NWR/ Geology Description : Field along road/ Locality Description: From Boston take 93N to 95N. Take exit 4 for NH-16N/4W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Right onto Arboretum Drive. At the traffic circle, take the third exit onto Arboretum Dr. Follow to just past the airport, there is a field on the right.",15.8496,43.09494,-70.83841,"NAD83",Lat/lon determined by GPS,"Rogers, J., Heilmann, K., Urban, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Silt,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-445,Collector identifier,NA,NEWFS-120,Other or unclassified name,NA,NA,"1:07 OCT 2016:Smithsonian, NEWFS",NA,M. Piantedosi:In Field:,NA
NA,W6,NA,W6,NA,NA,SD,Solidago rugosa,NA,NA,Wild material,NA,"Deeply wrinkled pubescent leaves with serrated margin, rough to the touch; pubescent stem; yellow/gold flowers in summer, often with branching inflorescence˚",15-Nov-17,"United States, Connecticut, NA","United States, Idaho",67 plants sampled,Wild Habitat,Flooded,Solidago sempervirens:Euthamia graminifolia:Baccharis halimifolia:Toxicodendron radicans,"Sub Unit Description :Bluff Point State Park/ Geology Description : coastal trail/ Locality Description: Take 95S to exit 88. Turn left onto CT-1175. Turn right onto Fort Hill Rd. Turn left onto Depot Rd. Park at parking area and walk down gravel path. Population along the waterfront, along the length of the trail.",1.524,41.33025,-72.03341,"NAD83",Lat/lon determined by GPS,"Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Clay,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-915,Collector identifier,NA,294,Other or unclassified name,NA,NA,2:15 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:15 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Betula populifolia,NA,NA,Wild material,NA,Glossy-green triangular leaves that resemble the leaves of Populus sp. but with the white chevroned bark characteristic of Betula sp.. Fruit a catkin.˚,1-Nov-17,"United States, Rhode Island, Washington","United States, Idaho",53 plants sampled,Wild Habitat,Mowed,Solidago altissima:Solidago rugosa:Schizachyrium scoparium:Euthamia graminifolia:Panicum virgatum,Sub Unit Description :Ninigret NWR/ Geology Description : Entrance Rd./ Locality Description: Take 93s to 95s. Keep left at the fork for RI-4S. Continue straight onto US-1S. Slight right onto Bend Road. Use that road to get to the Traffic Light to make a U-turn to get to Ninigret Entrance Road. Population surrounds parking lot.,3.9624,41.36608,-71.66194,"NAD83",Lat/lon determined by GPS,"Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Silt,"Sand, Other : Gravel",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-856,Collector identifier,NA,225,Other or unclassified name,NA,NA,::,NA,M. Piantedosi - NEWFS:In Field:01 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Salvia lyrata,NA,NA,Wild material,NA,NA,2-Jun-17,"United States, North Carolina, Orange","United States, Idaho",200 plants sampled,Wild Habitat,NA,Ruellia caroliniensis:Scutellaria integrifolia:Erigeron annuus:Anthoxanthum odoratum:Packera anonyma:Toxicodendron radicans:Apocynum cannabinum,"Sub Unit Description :Residential/ Geology Description : NA/ Locality Description: Frm I40, head west on New Hope Church Rd. to Arthur Minnnis Rd. Turn right onto Foggy Bottom Lane. Population in left side field.",179.83200000000002,35.99486,-79.14316,"NAD83",Lat/lon determined by GPS,"Dakar, J. Healy, C.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-5,Southwest,SW,Clay,Other : Enon fine sandy loam,Piedmont,Piedmont (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-707,Collector identifier,NA,JD-223,Other or unclassified name,NA,NA,"2:02 JUN 2017:NCU, US",NA,J. Dakar-NCBG:In Field:02 JUN 2017,NA
NA,W6,NA,W6,NA,NA,SD,Gaylussacia baccata,NA,NA,Wild material,NA,NA,11-Aug-16,"United States, New Hampshire, Rockingham","United States, Idaho",500 plants sampled,Wild Habitat,Flooded,Acer rubrum:Pinus strobus:Vaccinium corymbosum:Smilax rotundifolia:Frangula alnus:Osmunda cinnamomea:Vaccinium angustifolium,"Sub Unit Description :Great Bay NWR, Newington/ Geology Description : Forest next to marsh off of Arboretum Dr./ Locality Description: REf. NEWFS-347",7.010400000000001,43.09494,-70.83841,"NAD83",Lat/lon determined by GPS,"Urban, A., Rogers, J., Heilmann, K., Karlsson, C.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Sand,Clay,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-351,Collector identifier,NA,NEWFS-25,Other or unclassified name,NA,NA,"2:11 AUG 2016:Smithsonian, NEWFS",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Rhynchospora alba,NA,NA,Wild material,NA,"brown terminal inflorescence in spiky, rounded bulb",22-Sep-17,"United States, New Hampshire, Rockingham","United States, Idaho",519 plants sampled,Wild Habitat,Flooded:Excavated,Carex lurida:Juncus effusus:Kalmia angustifolia:Carex scoparia var. scoparia:Phleum sp.,Sub Unit Description :Mast Rd. Natural Area/ Geology Description : Old Piggery Trail/ Locality Description: Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. There is a large population at the entrance and can find more individuals along trail for a half mile.,39.3192,43.03322,-71.03261,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Sand,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-725,Collector identifier,NA,94,Other or unclassified name,NA,NA,2:20 SEP 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:22 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Eleocharis quadrangulata,NA,NA,Wild material,NA,NA,7-Sep-16,"United States, North Carolina, Currituck","United States, Idaho",107 plants sampled,Wild Habitat,NA,Rhexia nashii:Xyris difformis:Eleocharis parvula:Eupatorium sp.:Pinus taeda:Euthamia caroliniana:Juncus scirpoides,"Sub Unit Description :Donal C. O'Brien, Jr. Sanctuary and Audubon Center/ Geology Description : Small pond 3/ Locality Description: In center of small pond 3 N of lodge.",1.524,36.27285,-75.79813,"NAD83",Lat/lon determined by GPS,"Dakar, J., Walker, S., Healy, C., Faucette, A., Flood, M.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Sand,Sand,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-506,Collector identifier,NA,ALF-527,Other or unclassified name,NA,NA,"2:07 SEP 2016:NCU, US",NA,J. Dakar - NCBG:In Field:07 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Eragrostis spectabilis,NA,NA,Wild material,NA,"Pinkish purple seeds, multiple florets per spikelet.",7-Sep-16,"United States, New Hampshire, Rockingham","United States, Idaho",255 plants sampled,Wild Habitat,Mowed,Digitaria cognata:Lespedeza capitata:Solidago canadensis:Daucus carota:Schizachyrium scoparium,"Sub Unit Description :Great Bay NWR, Newington/ Geology Description : Roadside of Arboretum Dr./ Locality Description: Ref. NEWFS-377",15.8496,43.09494,-70.83841,"NAD83",Lat/lon determined by GPS,"Piantedosi, M., Heilmann, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Sand,Sand,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-378,Collector identifier,NA,NEWFS-51,Other or unclassified name,NA,NA,2:07 SEP 2016:Smithsonian NEWFS,NA,M. Piantedosi--NEWFS:In Field:07 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Scirpus cyperinus,NA,NA,Wild material,NA,"˚branching inflorescence, with rounded, fluffy spikelets on long, drooping peduncles. Although the girdle has slightly anthocyanic pigments, this is S. cyperinus˚",13-Oct-17,"United States, Massachusetts, Norfolk","United States, Idaho",128 plants sampled,Wild Habitat,Grazed:Flooded,Verbena hastata:Typha latifolia:Phragmites australis,"Sub Unit Description :Grape Island, Boston Harbor Islands/ Geology Description : Freshwater wetland area/ Locality Description: Take ferry to the island from Boston Harbor. Turn right from the dock and the population is to the left through the Phragmites.",2.7432000000000003,42.26894,-70.92077,"NAD83",Lat/lon determined by GPS,"Cecil, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Silt,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-785,Collector identifier,NA,154,Other or unclassified name,NA,NA,::,NA,M. Piantedosi - NEWFS:In Field:13 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Gaultheria procumbens,NA,NA,Wild material,NA,"Glossy obovate leaves with red berry fruit hanging underneath, plant low to the forest floor",17-Nov-17,"United States, Connecticut, New London","United States, Idaho",103 plants sampled,Wild Habitat,Trampled,Tsuga canadensis:Mitchella repens:Betula populifolia,"Sub Unit Description :Pachaug State Forest/ Geology Description : Trail 1 Rd/ Locality Description: Take 14A west, exit onto 49 south; turn right onto Hell Hollow Rd (closed Dec-March) and turn left onto Trail 1 Rd, population should be found along roadside in hemlock groves",96.6216,41.582,-71.86019,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Estevez, C.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Clay,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-926,Collector identifier,NA,295,Other or unclassified name,NA,NA,1:17 NOV 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:17 NOV 2007,NA
NA,W6,NA,W6,NA,NA,SD,Glyceria canadensis,NA,NA,Wild material,NA,"Small fat green spikelets with 4-6 glumes per spikelet, sometimes streaked brown/purple, hanging in loose drooping inflorescence from central stalk˚",31-Aug-17,"United States, New Hampshire, Rockingham","United States, Idaho",89,Wild Habitat,Flooded:excavation,Carex lurida:Juncus effusus:Pontederia cordata:Eleocharis obtusa:Sparganium americanum,Sub Unit Description :Mast Road Natural Area/ Geology Description : Old Piggery Trail/ Locality Description: Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. There is a large population at the entrance and can find more individuals along trail for a half mile.,39.3192,43.03322,-71.03261,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-698,Collector identifier,NA,67,Other or unclassified name,NA,NA,2:31 AUG 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:31 AUG 2017,NA
NA,W6,NA,W6,NA,NA,SD,Solidago puberula,NA,NA,Wild material,NA,"˚finely pubescent on purple stem, leaves basally disposed˚",4-Oct-17,"United States, Rhode Island, Washington","United States, Idaho",70 plants sampled,Wild Habitat,Mowed:Trampled,Spiraea alba:Clethra alnifolia:Baptisia tinctoria:Prenanthes sp.,"Sub Unit Description :Great Swamp WMA/ Geology Description : Great Neck Rd., adjacent to wetlands, power line cut/ Locality Description: From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk onto trail at end of Great Neck Rd. Population begins in parking lot.",29.260800000000003,41.46677,-71.5833,"NAD83",Lat/lon determined by GPS,"Tokarz, E.; Kang, K.; Estevez, C.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Sand,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-757,Collector identifier,NA,126,Other or unclassified name,NA,NA,2:04 OCT 2017:Smithsonian ˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:04 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Juncus gerardii,NA,NA,Wild material,NA,black capsules,21-Jul-17,"United States, Massachusetts, Barnstable","United States, Idaho",2000+,Wild Habitat,Flooded,Spartina patens:Spartina alterniflora:Distichlis spicata:Iva frutescens:Salicornia depressa,Sub Unit Description :Long Pasture Wildlife Sanctuary/ Geology Description : off salt marsh boardwalk/ Locality Description: From Boston take 93S to MA3. Follow MA-3 and US-6 to Willow Ave in Yarmouth. Take exit 7 and turn left onto Main St. Turn right onto Bone Hill Rd and the sanctuary is on the left. Walk past visitor center to Salt Marsh boardwalk.,1.8288000000000002,41.71002,-70.27613,"NAD83",Lat/lon determined by GPS,"Piantedosi, M.; Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Sand,Clay,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-638,Collector identifier,NA,7,Other or unclassified name,NA,NA,1:21 JUL 2017:Smithsonian,NA,M. Piantedosi -- NEWFS:In Field:21 JUL 2017,NA
NA,W6,NA,W6,NA,NA,SD,Juncus gerardii,NA,NA,Wild material,NA,Rounded dark brown/purple capsules full of miniscule dark seeds,15-Aug-17,"United States, Connecticut, New Haven","United States, Idaho",1000,Wild Habitat,Flooded,Iva frutescens:Distichlis spicata:Spartina alterniflora:Salicornia depressa:Morella caroliniensis,"Sub Unit Description :Hammonassett Beach SP/ Geology Description : salt marsh/ Locality Description: Take 95 S, exit 62, turn left onto state highway 450 and continue into the State Park; at the roundabout take the third exit towards Meigs Point Nature Center. Park at the first parking lot and walk into the salt marsh across the street. The strongest population is J. gerardii is there.",6.4008,41.27086,-72.56033,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Clay,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-673,Collector identifier,NA,42,Other or unclassified name,NA,NA,1:15 AUG 2017:Smithsonian,NA,"M. Piantedosi, NEWFS:In Field:15 AUG 2017",NA
NA,W6,NA,W6,NA,NA,SD,Bolboschoenus robustus,NA,NA,Wild material,NA,NA,28-Aug-17,"United States, North Carolina, Hyde","United States, Idaho",100 plants sampled,Wild Habitat,NA,Smilax glauca:Pinus taeda:Spartina cynosuroides:Rhus copallinum:Phragmites australis:Juncus roemerianus,"Sub Unit Description :Gullrock Game Land/ Geology Description : Outfall Canal Rd/ Locality Description: From NC-264, head SE on Outfall Canal Rd. Population on NE side at end of road.",0,35.36219,-76.11102,"NAD83",Lat/lon determined by GPS,"Dakar, J., Healy, C., Faucette, A.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,0,0,Undefined,NA,Silt,Other : Muck,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-725,Collector identifier,NA,ALF-603,Other or unclassified name,NA,NA,"2:28 AUG 2017:NCU, US",NA,A. Faucette-NCBG:In Field:28 AUG 2017,NA
NA,W6,NA,W6,NA,NA,SD,Limonium carolinianum,NA,NA,Wild material,NA,Pale purple flower on open lattice-like inflorescence˚,21-Nov-17,"United States, Massachusetts, Barnstable","United States, Idaho",53 plants sampled,Wild Habitat,Flooded,Juncus gerardii:Distichlis spicata:Spartina patens:Spartina alterniflora:Symphyotrichum tenuifolium:Pluchea odorata:Solidago sempervirens,"Sub Unit Description :Sandy Neck Beach Park/ Geology Description : Marsh Trail/ Locality Description: Take Route 6 to exit 5. Head north on Route 149 towards West Barnstable. Travel one mile to the intersection of Route 149 and 6A. Go left to 6A for 2.5 miles, then take a right to Sandy Neck Road. Gatehouse is located at the end of this road; park in the staff lot just before. Population is found along salt marsh trail; all collections were made prior to the turnoff for Trail 2",2.4384,41.73527,-70.3855,"NAD83",Lat/lon determined by GPS,"Cecil, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,n/a,Undefined,NA,Sand,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-933,Collector identifier,NA,302,Other or unclassified name,NA,NA,2:21 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:21 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Vaccinium corymbosum,NA,NA,Wild material,NA,"orange, peel bark",16-Aug-16,"United States, New Hampshire, Hillsborough","United States, Idaho",100 plants sampled,Wild Habitat,Trampled,Acer rubrum:Quercus rubra:Fagus grandifolia:Pinus strobus:Tsuga canadensis:Vaccinium myrtilloides:Vaccinium angustifolium:Mitchella repens,Sub Unit Description :Wapack NWR/ Geology Description : Wapack trail to Cliff Trail to carolyn's trail/ Locality Description: Ref. NEWFS-355,675.7416000000001,42.89289,-71.86634,"NAD83",Lat/lon determined by GPS,"Rogers, J., Karlsson, C., Heilmann, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Clay,Clay,Custom Category,Northeastern Highlands (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-357,Collector identifier,NA,NEWFS-31,Other or unclassified name,NA,NA,1:16 AUG 2016:Smithsonian,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Euthamia caroliniana,NA,NA,Wild material,NA,NA,28-Oct-15,"United States, New York, Suffolk","United States, Idaho",150 +,Wild Habitat,NA,Pinus rigida:Acer rubrum:Quercus alba:Quercus velutina:Clethra alnifolia:Rubus sp.:Smilax sp.:Rosa sp.:Solidago rugosa,"Sub Unit Description :Connetquot River State Park/ Geology Description : Museum/ Locality Description: Enter Connetquot River State Park and park in the lot. The population is along the paved road, across the street from the museum.",0,40.74988,-73.14738,"NAD83",Lat/lon determined by GPS,"Feinberg, L., Russell, K.","Bureau of Land Management, SOS project",NA,MARSB,NA,NA,NA,NA,Undefined,NA,Sand,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARSB-405,Collector identifier,NA,10341,Other or unclassified name,NA,NA,2:28 OCT 2015:MARSB˚Smithsonian,NA,::,NA
