Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,Land Owner,Land Owner Original Value,Land Owner Evaluation Required,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Pectis papposa,NA,NA,Wild material,NA,Yellow ray   disk flowers  summer annual  linear leaves  spicy aroma scent,08-09-2021,"United States, Nevada, Clark","United States, Idaho, Ada",3864,Wild Habitat,Burned:grazed,Chamaesyce albomarginata:Thamnosma montana:Larrea tridentata:Yucca brevifolia:Yucca schidigera:Krameria sp.:Bouteloua barbata var. barbata:Bouteloua barbata:Bouteloua aristidoides:Bouteloua aristidoides:Yucca baccata,"Sub Unit Description :Gold Butte National Monument/ Geology Description : Scalon Ferry New Gold Butte Road near the Townsite/ Locality Description: From the intersection of NV-170 and Gold Butte Road, follow the latter W/SW to Whitney Pockets and cont. S at the fork. Follow for 15.4 mi, keeping right/west onto New Gold Butte Rd. The population begins approx. 2 mi before reaching the townsite, and cont. SW of the townsite.",1123.7976,36.27371,-114.21637,"NAD83",Lat/lon determined by GPS,"Collections: Depies, M., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,2.5,0-5,West,W,Sandy clay loam,Other : Sandy Clay Loam,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-966,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, R. Ubalde (Chicago Botanic Garden)",NA
NA,W6,NA,W6,NA,NA,SD,Bouteloua barbata var. barbata,NA,NA,Wild material,NA,Annual grass  Leaves alternate  2 ranked ,08-09-2021,"United States, Nevada, Clark","United States, Idaho, Ada",400,Wild Habitat,Burned:grazed,Larrea tridentata:Yucca brevifolia:Yucca schidigera:Krameria sp.:Pectis papposa:Bouteloua aristidoides:Chamaesyce albomarginata:Yucca baccata:Senegalia greggii:Chamaesyce serpyllifolia ssp. serpyllifolia:Thamnosma montana:Tribulus terrestris,"Sub Unit Description :Gold Butte National Monument/ Geology Description : Scanlon Ferry New Gold Butte Road near the Townsite/ Locality Description: From the intersection of NV-170 and Gold Butte Rd, follow the latter West/SW to Whitney Pockets, keeping right/South at the fork. continue for 15.4 mi, keeping right/West onto New Gold Butte Road. Densest part of the population occurs approx 4.5 mi down the road near the town site.",1130.1984,36.27826,-114.2058,"NAD83",Lat/lon determined by GPS,"Collections: M. Depies, R. Ubalde","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,2.5,0-5,West,W,Sandy clay loam,Other : Sandy Clay Loam,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-967,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, R. Ubalde (Chicago Botanic Garden)",NA
NA,W6,NA,W6,NA,NA,SD,Pectis papposa,NA,NA,Wild material,NA,Yellow ray   disk flowers  annual  spicy aroma fragrance  linear leaves  some gland dotted,08-31-2021,"United States, Nevada, Clark","United States, Idaho, Ada",3030,Wild Habitat,N/a,Larrea tridentata:Bouteloua barbata:Chamaesyce albomarginata:Allionia incarnata:Bouteloua aristidoides:Dasyochloa pulchella:Chamaesyce setiloba:Salsola tragus:Tiquilia sp.,"Sub Unit Description :Northern Hidden Valley/ Geology Description : West of Hidden Valley Trailhead/ Locality Description: From the intersection of St. Rose Pkwy and S. LV Blvd, follow the latter South for 6.5 mi. Turn left (East) onto a dirt road that leads to a shooting area and follow for approximately 1 mi. Population is most dense in bare, disturbed ground but is scattered throughout.",928.1160000000001,35.869,-115.16769,"NAD83",Lat/lon determined by GPS,"Collections: M. Depies, R. Ubalde","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,4,4,South,S,Loamy sand,Other : Loamy Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-968,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, R. Ubalde (Chicago Botanic Garden)",NA
NA,W6,NA,W6,NA,NA,SD,Ambrosia dumosa,NA,NA,Wild material,NA,Yellow flowers  spiny fruits,09-09-2021,"United States, Nevada, Clark","United States, Idaho, Ada",717,Wild Habitat,Other,Sphaeralcea ambigua:Kallstroemia californica:Abronia villosa:Palafoxia arida:Hilaria rigida:Larrea tridentata:Pectis papposa:Amsonia tomentosa:Achnatherum hymenoides:Bouteloua barbata:Bouteloua aristidoides:Penstemon albomarginatus:Allionia incarnata,"Sub Unit Description :Hidden Valley/ Geology Description : Southeast of Hidden Valley Trailhead/ Locality Description: From LV Blvd S, turn SE onto Souther NV Liteweight Rd. Follow for 4.5 mi into Hidden Valley & turn NE onto Hidden Valley Rd. Drive for 3 mi, then turn E onto a dirt road that leads to the base of the mountains. Population is in the sandy surrounding area 1.3 mi from turn.",961.0344,35.85333,-115.14611,"NAD83",Lat/lon determined by GPS,"Collections: M. Depies, R. Ubalde","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,15,15-May,Uncertain,"SW, W",Sand,Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-969,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, R. Ubalde (Chicago Botanic Garden)",NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
